OBJECTID,Damage,Street_Number,Street_Name,Street_Type,City,Zip_Code,CAL_FIRE_Unit,County,Community,Incident_Start_Date,Structure_Defense_Actions_Taken,Structure_Type,Structure_Category,Number_of_Units,Roof_Construction,Eaves,Vent_Screen,Exterior_Siding,Window_Pane,DeckPorch_On_Grade,DeckPorch_Elevated,Patio_CoverCarport_Attached_to_Structure,Fence_Attached_to_Structure,Distance_Propane_Tank_to_Structure,Distance_Residence_to_UtilityMisc_Structure,Assessed_Improved_Value,Year_Built,Site_Address,Latitude,Longitude,Year_Built_Known
105117,No Damage,1630.0,Pasadena Glen,Road,Pasadena,91107,LAC,Los Angeles,Pasadena,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Masonry/Concrete,Masonry/Concrete,Combustible,Non Combustible,Unknown,Unknown,168887.0,1947,"1630 PASADENA GLEN RD, PASADENA, CA 91107",34.175291,-118.0782349,1
57952,Destroyed (>50%),91.0,Ursuline,Road,Unincorporated,95403,LNU,Sonoma,Larkfield-Wikiup,2017-10-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Combustible,Enclosed,Screened,Combustible,Multi Pane,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,335000.0,1961,91 URSULINE RD SANTA ROSA CA 95403,38.4944836074745,-122.742244452717,0
95639,Destroyed (>50%),0.0,Bucks flat ,Road,Unknown,Unknown,TGU,Tehama,Unknown,2024-07-24 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,0.0,Metal,Unknown,Unknown,Wood,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,0-10,Unknown,55998.0,2004,Unknown,40.2370367,-121.8037944,1
22030,No Damage,0.0,Unknown,Unknown,Santa Cruz,95060,CZU,Santa Cruz,Unknown,2020-08-16 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,495230.0,1988,5755 EMPIRE GRADE SANTA CRUZ CA 95060,37.0417713794258,-122.107182091255,1
72376,Destroyed (>50%),5159.0,Vista Grande ,Drive,Unincorporated,95403,LNU,Sonoma,Larkfield-Wikiup,2017-10-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Fire Resistant,Unknown,Screened,Combustible,Multi Pane,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,369000.0,1961,5159 VISTA GRANDE DR SANTA ROSA CA 95403,38.5119320910869,-122.742163286338,0
115037,Destroyed (>50%),2473.0,Allen ,Avenue,Altadena,91001,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,Unknown,Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,Unknown,<30',211855.0,1939,"2473 ALLEN AVE, ALTADENA, CA 91001",34.1884253,-118.1122207,1
17281,No Damage,3392.0,Mill Creek,Road,Healdsburg,95448,LNU,Sonoma,Healdsburg ,2020-08-16 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,124211.0,1959,3450 MILL CREEK RD HEALDSBURG CA 95448,38.5901113578747,-122.920352404512,1
130733,Destroyed (>50%),16001.0,Pacific Coast,Highway,Pacific Palisades,90272,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Mobile Home Triple Wide,Single Residence,Unknown,Asphalt,Unknown,"Mesh Screen > 1/8""""",Unknown,Single Pane,No Deck/Porch,Unknown,Unknown,No Fence,Unknown,Unknown,189681.0,1962,"16001 PACIFIC COAST HWY, PACIFIC PALISADES, CA 90272",34.0382269,-118.5365947,1
67062,Destroyed (>50%),11221.0,Loch Lomond,Road,Unincorporated,95461,LNU,Lake,Loch Lomond,2015-09-12 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Combustible,Unknown,Unknown,Combustible,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,175000.0,1961,11221 LOCH LOMOND RD LOCH LOMOND CA 95461,38.8555262040721,-122.699782485219,0
127316,No Damage,1105.0,Rivas Canyon ,Road,Pacific Palisades,90272,LAC,Los Angeles,Pacific Palisades ,2025-01-07 08:02:01,Engine Company Actions,Single Family Residence Multi Story,Single Residence,Unknown,Tile,Unenclosed,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,Wood,Combustible,Combustible,Unknown,Unknown,11681965.0,2017,"1105 RIVAS CANYON RD, PACIFIC PALISADES, CA 90272",34.0499509,-118.516159,1
116863,Destroyed (>50%),2697.0,Tanoble ,Drive,Altadena,91001,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Tile,Unknown,Unknown,Stucco Brick Cement,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,439112.0,1936,"2697 TANOBLE DR, ALTADENA, CA 91001",34.1923306,-118.1158138,1
38191,Destroyed (>50%),13526.0,Green Forest ,Lane,Concow,95965,BTU,Butte,Concow ,2018-11-08 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Metal,Unknown,Unknown,Combustible,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,>30,Unknown,26010.0,1961,13526  GREEN FOREST LN   CONCOW CA 95965,39.794105092675,-121.501919530136,0
90238,Destroyed (>50%),58226.0,225,Road,North Fork,93643,MMU,Madera,Unknown,2022-09-07 12:00:00,Combination of Actions,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unknown,Unknown,Wood,Unknown,Masonry/Concrete,Unknown,Combustible,No Fence,21-30,Unknown,67502.0,1961,"58226 ROAD 225, NORTH FORK, CA 93643",37.22440284,-119.48979311,1
22988,Destroyed (>50%),1010.0,Last Chance,Road,Davenport,95017,CZU,Santa Cruz,Unknown,2020-08-16 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Tile,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,>30,30-50',423630.0,1961,1010 LAST CHANCE RD DAVENPORT CA 95017,37.0958082534804,-122.262742966323,0
50930,Destroyed (>50%),890.0,Sunriver,Lane,Redding,96001,SHU,Shasta,Unknown,2018-07-23 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unknown,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,Unknown,Unknown,440000.0,1985,890 SUNRIVER LN REDDING CA 96001,40.5878304017488,-122.428658041647,1
70788,Destroyed (>50%),11230.0,Oak ,Street,Cobb,95426,LNU,Lake,Unknown,2015-09-12 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Fire Resistant,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,141000.0,1961,11230 OAK ST COBB CA 95426,38.821630821643,-122.699121829125,0
93366,No Damage,0.0,Hard Luck,Road,Unknown,Unknown,LAC,Los Angeles,Unknown,2024-06-15 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Tile,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,No Windows,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,0.0,1961,Unknown,34.7006393,-118.8145923,0
96096,Destroyed (>50%),33510.0,Plum Creek,Road,Paynes Creek,96075,TGU,Tehama,Unknown,2024-07-24 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,0.0,Metal,Unknown,Unknown,Stucco Brick Cement,Single Pane,Masonry/Concrete,Wood,Unknown,No Fence,11-20,30-50',61676.0,1942,"33510 PLUM CREEK RD, PAYNES CREEK, CA 96075",40.3097596,-121.7831048,1
2363,Destroyed (>50%),50.0,Aussie ,Way,Berry Creek,95916,BTU,Butte,Unknown,2020-09-09 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unenclosed,No Vents,Metal,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,103597.0,1984,"1058 BALD ROCK RD, BERRY CREEK CA 95916",39.6339151961828,-121.3994009701,1
85193,Destroyed (>50%),18500.0,Rich Bar,Road,Belden,Unknown,LMU,Plumas,Unknown,2021-07-13 00:00:00,Unknown,Motor Home,Single Residence,0.0,Metal,No Eaves,No Vents,Metal,Single Pane,No Deck/Porch,No Deck/Porch,Non Combustible,No Fence,21-30,Unknown,,1961,18550 RICH BAR RD BELDEN CA,40.007399583626,-121.193035733103,0
59129,Destroyed (>50%),8390.0,Franz Valley School ,Road,Unincorporated,94515,LNU,Sonoma,Franz Valley,2017-10-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Fire Resistant,Unknown,Screened,Combustible,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,403874.0,1961,8390 FRANZ VALLEY SCHOOL RD CALISTOGA CA 94515,38.5805882179363,-122.669472785849,0
48037,Destroyed (>50%),6051.0,N Libby,Road,Paradise,95969,BTU,Butte,Paradise ,2018-11-08 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,No Windows,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,57379.0,1949,6045 N LIBBY RD   PARADISE CA 95969,39.7655184312163,-121.594134200063,1
47802,Destroyed (>50%),5977.0,Sylvan,Court,Paradise,95969,BTU,Butte,Paradise,2018-11-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,206133.0,1993,5977  SYLVAN CT   PARADISE CA 95969,39.7630157233762,-121.583967257222,1
2820,Destroyed (>50%),5.0,Madrone,Way,Berry Creek,95916,BTU,Butte,Unknown,2020-09-09 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,0-10,Unknown,84997.0,1984,"5 MADRONE WAY, BERRY CREEK CA 95916",39.6385228903106,-121.392864900857,1
119506,No Damage,2424.0,E Washington,Boulevard,Pasadena,91104,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,81508.0,1948,"2424 E WASHINGTON BLVD, PASADENA, CA 91104",34.1686662,-118.1004485,1
92687,No Damage,7128.0,Bear Clover,Lane,Mariposa,95338,MMU,Mariposa,Unknown,2022-07-22 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Metal,Unenclosed,"Mesh Screen <= 1/8""""",Other,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,>30,Unknown,424483.0,2007,7128-7128A BEAR CLOVER LN MARIPOSA 95338 CA,37.59131039,-119.86742688,1
96588,No Damage,17765.0,Ponderosa ,Way,Paynes Creek,96075,TGU,Tehama,Unknown,2024-07-24 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,0.0,Metal,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Wood,Wood,Combustible,No Fence,>30,Unknown,29622.0,2003,"17765 PONDEROSA WAY, PAYNES CREEK, CA 96075",40.3098406,-121.8139064,1
26376,No Damage,172.0,Leafy Pass ,Unknown,Unknown,Unknown,ORC,Orange,Irvine ,2020-10-26 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Tile,Enclosed,Unknown,Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,1257922.0,1961,Unknown,33.7556485522473,-117.74872971115,0
121961,No Damage,17716.0,Posetano,Road,Pacific Palisades,90272,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Tile,Unenclosed,Unknown,Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,Unknown,Combustible,Unknown,Unknown,592638.0,1956,"17716 POSETANO RD, PACIFIC PALISADES, CA 90272",34.0417085,-118.5612772,1
37908,Destroyed (>50%),13577.0,Washo ,Court,Magalia,95954,BTU,Butte,Magalia ,2018-11-08 00:00:00,Unknown,Mobile Home Double Wide,Single Residence,0.0,Metal,Unknown,Unknown,Ignition Resistant,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Unknown,21-30,<30',8748.0,1974,13577  WASHO CT   MAGALIA CA 95954,39.8021467172818,-121.583075784405,1
65363,Destroyed (>50%),5000.0,Alpine,Road,Unincorporated,95404,LNU,Sonoma,Riebli,2017-10-08 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Fire Resistant,Unknown,Unknown,Combustible,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,974325.0,1961,5000 ALPINE RD SANTA ROSA CA 95404,38.5301173898555,-122.664315510192,0
42394,Destroyed (>50%),13898.0,Andover,Drive,Magalia,95954,BTU,Butte,Magalia ,2018-11-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unknown,"Mesh Screen > 1/8""""",Combustible,Unknown,Wood,No Deck/Porch,Combustible,No Fence,>30,<30',111322.0,1982,13898  ANDOVER DR   MAGALIA CA 95954,39.8148126175247,-121.593062311402,1
28985,Destroyed (>50%),5738.0,Scottwood ,Road,Paradise,95969,BTU,Butte,Unknown,2018-11-08 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Metal,No Eaves,No Vents,Combustible,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,57787.0,1943,5738  SCOTTWOOD RD   PARADISE CA 95969,39.7548097127275,-121.621387936838,1
27848,No Damage,113.0,Larksong,Unknown,Irvine,92602,ORC,Orange,Irvine ,2020-10-26 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Tile,Unenclosed,Unknown,Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,1190949.0,2015,113 LARKSONG IRVINE CA 92602,33.742764692019,-117.756211260823,1
129730,No Damage,906.0,Corsica,Drive,Pacific Palisades,90272,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Tile,Unenclosed,No Vents,Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,Combustible,Unknown,Unknown,2549641.0,2001,"906 CORSICA DR, PACIFIC PALISADES, CA 90272",34.0449896,-118.5096952,1
126903,No Damage,15231.0,W Sunset,Boulevard,Pacific Palisades,90272,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Commercial Building Multi Story,Nonresidential Commercial,2.0,Asphalt,No Eaves,No Vents,Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,Unknown,Unknown,229457.0,1951,"15231 W SUNSET BLVD, PACIFIC PALISADES, CA 90272",34.0468455,-118.5247889,1
25115,No Damage,1100.0,Wurr ,Road,Loma Mar,94021,CZU,San Mateo,Unknown,2020-08-16 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,160658.0,1981,42 WURR RD LOMA MAR CA 94021,37.2711411351289,-122.293157942855,1
130980,Destroyed (>50%),432.0,Puerto Del Mar ,Unknown,Pacific Palisades,90272,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,Combustible,Non Combustible,Unknown,Unknown,683803.0,1956,"432 PUERTO DEL MAR, PACIFIC PALISADES, CA 90272",34.0408775,-118.5392774,1
24369,No Damage,485.0,Bernstein,Drive,Boulder Creek,95006,CZU,Santa Cruz,Boulder Creek,2020-08-16 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,320179.0,1984,485 BERNSTEIN DR BOULDER CREEK CA 95006,37.1744441396678,-122.142583606945,1
99406,No Damage,3502.0,Coast View,Drive,Malibu,90265,LAC,Los Angeles,Unknown,2024-12-09 00:00:00,Engine Company Actions,Single Family Residence Single Story,Single Residence,0.0,Metal,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,No Fence,>30,Unknown,570961.0,1971,"3502 COAST VIEW DR, MALIBU, CA 90265",34.0382228,-118.6960847,1
113299,Destroyed (>50%),2287.0,Country Club,Drive,Altadena,91001,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,0.0,Tile,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Unknown,Masonry/Concrete,Unknown,Unknown,Non Combustible,Unknown,Unknown,46643.0,1923,"2287 COUNTRY CLUB DR, ALTADENA, CA 91001",34.1851301,-118.1226548,1
75072,Destroyed (>50%),1048.0,Alexander Mountain ,Road,Unincorporated,95441,LNU,Sonoma,Geyserville ,2019-10-23 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Metal,Unknown,Unknown,Wood,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,50,4061311.0,1998,5440 RED WINERY RD GEYSERVILLE CA 95441,38.6943146712893,-122.811190886494,1
432,Destroyed (>50%),11625.0,Homestead,Lane,Bella Vista,96003,SHU,Shasta,Unknown,2020-08-21 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,No Eaves,No Vents,Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,11-20,Unknown,291828.0,2003,11625 HOMESTEAD LN REDDING CA 96003,40.6254907856043,-122.246874216948,1
96117,Destroyed (>50%),0.0,Plum Creek,Road,Unknown,Unknown,TGU,Tehama,Unknown,2024-07-24 00:00:00,Unknown,Mobile Home Single Wide,Single Residence,0.0,Metal,Unknown,Unknown,Metal,Single Pane,No Deck/Porch,No Deck/Porch,Unknown,No Fence,Unknown,Unknown,0.0,1961,Unknown,40.3196391,-121.8820381,0
108036,No Damage,3149.0,Rubio Canyon ,Road,Altadena,91001,LAC,Los Angeles,Altadena ,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,85185.0,1975,"3149 RUBIO CANYON RD, ALTADENA, CA 91001",34.1980678,-118.1244982,1
61574,Destroyed (>50%),2183.0,Bock,Street,Santa Rosa,95403,LNU,Sonoma,Coffey Park,2017-10-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Fire Resistant,Enclosed,Unknown,Combustible,Single Pane,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,112643.0,1961,2183 BOCK ST SANTA ROSA CA 95403,38.4741179508965,-122.754470194951,0
82028,No Damage,2340.0,Rainbow ,Road,South Lake Tahoe,96150,AEU,El Dorado,Rainbow ,2021-08-14 00:00:00,Engine Company Actions,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,Unknown,Wood,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,144086.0,1961,2340 RAINBOW RD SOUTH LAKE TAHOE CA 96150,38.8402029941644,-120.021848938491,0
107445,Destroyed (>50%),3158.0,Santa Anita,Avenue,Altadena,91001,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,153681.0,1908,"3158 SANTA ANITA AVE, ALTADENA, CA 91001",34.1980512,-118.1335146,1
25122,Destroyed (>50%),3295.0,Last Chance ,Road,Davenport,95017,CZU,Santa Cruz,Davenport ,2020-08-16 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Metal,Unenclosed,Unscreened,Wood,Single Pane,No Deck/Porch,Wood,Combustible,No Fence,>30,Unknown,,1961,3295 LAST CHANCE RD DAVENPORT CA 95017,37.1275476602045,-122.258572573549,0
13613,Destroyed (>50%),7777.0,Cougar,Lane,Santa Rosa,95409,LNU,Sonoma,Unknown,2020-09-27 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,Masonry/Concrete,Unknown,Unknown,No Fence,Unknown,Unknown,57422.0,1999,7777 COUGAR LN SANTA ROSA CA 95409,38.4681104361068,-122.576779745066,1
125380,No Damage,15777.0,Bowdoin,Street,Pacific Palisades,90272,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,School,Nonresidential Commercial,Unknown,Asphalt,No Eaves,No Vents,Wood,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,,1961,"15777 BOWDOIN ST, PACIFIC PALISADES, CA 90272",34.0472491,-118.530505,0
27292,No Damage,28615.0,Evening Breeze ,Drive,Yorba Linda,92887,ORC,Orange,Unknown,2020-10-26 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Tile,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,286385.0,1990,28615 EVENING BREEZE DR YORBA LINDA CA 92887,33.8802564752606,-117.693118518933,1
78143,Destroyed (>50%),20228.0,Meyer,Road,Grass Valley,95945,NEU,Nevada,Unknown,2021-08-04 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unknown,Unknown,Wood,Single Pane,Masonry/Concrete,Wood,Combustible,Non Combustible,Unknown,Unknown,56514.0,1961,20228 MEYER RD GRASS VALLEY CA 95945,39.1337085400243,-120.97504125678,0
93103,No Damage,45550.0,Bobcat Xing,Unknown,Aguanga,92536,RRU,Riverside,Unknown,2023-10-30 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,Unknown,Unknown,240231.0,1988,"45550 BOBCAT XING, AGUANGA, CA 92536",33.463093,-116.8442108,1
61420,Destroyed (>50%),5475.0,Linda,Lane,Unincorporated,95404,LNU,Sonoma,Riebli,2017-10-08 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Fire Resistant,Unknown,Unknown,Combustible,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,56953.0,1961,5475 LINDA LN SANTA ROSA CA 95404,38.519201979955,-122.715369900214,0
61347,Destroyed (>50%),176.0,Wembley,Court,Unincorporated,95403,LNU,Sonoma,Larkfield-Wikiup,2017-10-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Combustible,Unknown,Screened,Combustible,Multi Pane,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,243012.0,1961,176 WEMBLEY CT SANTA ROSA CA 95403,38.4981634891523,-122.742394658219,0
98056,No Damage,6778.0,Mount Baldy,Road,Mount Baldy,91759,BDU,San Bernardino,Unknown,2024-09-08 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Metal,No Eaves,No Vents,Wood,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,0.0,1961,"6778 MT BALDY RD # BLG1112, MT BALDY, CA 91759",34.2386139,-117.6586104,0
78474,No Damage,1181.0,H,Street,Wofford Heights,93285,KRN,Kern,Unknown,2021-08-18 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Unenclosed,No Vents,Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,66183.0,1961,1181 H ST WOFFORD HEIGHTS CA 93285,35.675785292739,-118.498194562323,0
92804,No Damage,5649.0,Darrah ,Road,Mariposa,95338,MMU,Mariposa,Unknown,2022-07-22 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Metal,Enclosed,No Vents,Metal,Multi Pane,No Deck/Porch,No Deck/Porch,Non Combustible,No Fence,Unknown,Unknown,178000.0,1961,"5649 DARRAH RD, MARIPOSA, CA 95338",37.50111555,-119.85902487,0
97367,No Damage,321.0,East La Loma,Avenue,Camarillo,93010,VNC,Ventura,Unknown,2024-11-06 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Enclosed,No Vents,Stucco Brick Cement,Multi Pane,Composite,No Deck/Porch,Combustible,No Fence,Unknown,<30',161947.0,1961,"323 LOMA DR, CAMARILLO, CA 93010",34.2940607,-119.0664437,0
66969,Destroyed (>50%),96.0,Via Santa Beatrice,Unknown,Unincorporated,Unknown,MVU,San Diego,Unknown,2017-12-07 00:00:00,Unknown,Mobile Home Double Wide,Single Residence,Unknown,Fire Resistant,Unknown,Unknown,Combustible,Multi Pane,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,22537.0,1961,4650 DULIN RD,33.3163963546161,-117.16278918236,0
24556,No Damage,18285.0,China Grade,Road,Boulder Creek,95006,CZU,Santa Cruz,Forest Glen Mobile Park,2020-08-16 00:00:00,Unknown,Mobile Home Double Wide,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,168311.0,1976,18285 CHINA GRADE RD BOULDER CREEK CA 95006,37.1716120690905,-122.166157083443,1
55398,No Damage,Unknown,Unknown,Unknown,Unincorporated,95969,BTU,Butte,Unknown,2018-11-08 00:00:00,Unknown,Mobile Home Double Wide,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,292271.0,1994,3857 PENTZ RD PARADISE CA 95969,39.6915942195909,-121.57526842566,1
59368,Destroyed (>50%),3865.0,Royal Manor,Place,Santa Rosa,95404,LNU,Sonoma,Fountaingrove,2017-10-08 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Fire Resistant,Unknown,Screened,Fire Resistant,Multi Pane,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,547392.0,1961,3865 ROYAL MANOR PL SANTA ROSA CA 95404,38.4893663476326,-122.700903054484,0
