OBJECTID,Damage,Street_Number,Street_Name,Street_Type,City,Zip_Code,CAL_FIRE_Unit,County,Community,Incident_Start_Date,Structure_Defense_Actions_Taken,Structure_Type,Structure_Category,Number_of_Units,Roof_Construction,Eaves,Vent_Screen,Exterior_Siding,Window_Pane,DeckPorch_On_Grade,DeckPorch_Elevated,Patio_CoverCarport_Attached_to_Structure,Fence_Attached_to_Structure,Distance_Propane_Tank_to_Structure,Distance_Residence_to_UtilityMisc_Structure,Assessed_Improved_Value,Year_Built,Site_Address,Latitude,Longitude,Year_Built_Known
42119,Destroyed (>50%),1141.0,Honey Run,Road,Unincorporated,95926,BTU,Butte,Paradise,2018-11-08 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Metal,Unknown,No Vents,Combustible,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,190000.0,1965,1141  HONEY RUN RD   CHICO CA 95926,39.7158573939242,-121.724460090854,1
92815,No Damage,5449.0,Merrill Mill,Road,Mariposa,95338,MMU,Mariposa,Unknown,2022-07-22 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Metal,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,57785.0,1961,"5449 MERRILL MILL RD, MARIPOSA, CA 95338",37.50797968,-119.872520872206,0
33454,Destroyed (>50%),1487.0,Bennett ,Road,Paradise,95969,BTU,Butte,Paradise ,2018-11-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,Unknown,Combustible,Multi Pane,Masonry/Concrete,Wood,Combustible,No Fence,Unknown,30-50',139032.0,1950,1487  BENNETT RD   PARADISE CA 95969,39.7382694536126,-121.589972575745,1
86533,No Damage,181.0,Genesee ,Road,Taylorsville,95983,LMU,Plumas,Unknown,2021-07-13 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unenclosed,No Vents,Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,50249.0,1961,145 GENESEE RD TAYLORSVILLE CA 95983,40.0728341578648,-120.8264437454,0
125771,Destroyed (>50%),1534.0,S Monte Viento,Street,Malibu,90265,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Tile,Enclosed,Unknown,Stucco Brick Cement,Multi Pane,Masonry/Concrete,Unknown,No Patio Cover/Carport,Non Combustible,21-30,Unknown,500118.0,1985,"1534 S MONTE VIENTO ST, MALIBU, CA 90265",34.0693666,-118.6503771,1
34870,Destroyed (>50%),3870.0,Neal,Road,Paradise,95969,BTU,Butte,Paradise ,2018-11-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,No Deck/Porch,Masonry/Concrete,Combustible,Combustible,Unknown,Unknown,166360.0,1949,3870  NEAL RD   PARADISE CA 95969,39.7410163986609,-121.643438049379,1
49700,Destroyed (>50%),35375.0,Mulholland Hwy,Other,Los Angeles,90265,LAC,Los Angeles,Camp Bloomfield ,2018-11-08 00:00:00,Unknown,Commercial Building Single Story,Nonresidential Commercial,Unknown,Metal,Unknown,Unknown,Unknown,Unknown,No Deck/Porch,No Deck/Porch,Unknown,Non Combustible,Unknown,Unknown,693978.0,1975,35375 MULHOLLAND HWY MALIBU CA 90265,34.076766148452,-118.924930366282,1
38651,Destroyed (>50%),5436.0,Clark,Road,Paradise,95969,BTU,Butte,Paradise ,2018-11-08 00:00:00,Unknown,Mobile Home Double Wide,Single Residence,Unknown,Metal,No Eaves,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Wood,No Deck/Porch,Non Combustible,No Fence,Unknown,Unknown,539802.0,1963,5436  CLARK RD   PARADISE CA 95969,39.7454396155686,-121.604277707655,1
85880,Destroyed (>50%),300.0,Country ,Road,Greenville,95947,LMU,Plumas,Greenville,2021-07-13 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unknown,Unknown,Wood,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,21-30,Unknown,80000.0,1961,300 COUNTRY RD GREENVILLE CA 95947,40.1529910056327,-120.936650753288,0
6493,No Damage,42696.0,Tollhouse,Road,Auberry,93602,FKU,Fresno,Unknown,2020-09-04 00:00:00,Unknown,Commercial Building Single Story,Nonresidential Commercial,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,1961, AUBERRY CA 93602,37.1542769286474,-119.29608760214,0
69141,Destroyed (>50%),20011.0,Honey Hill,Road,Unincorporated,95467,LNU,Lake,Hidden Valley lake,2015-09-12 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,225418.0,1961,20011 HONEY HILL DR HIDDEN VALLEY LAKE CA 95467,38.7956280238784,-122.538700129629,0
24167,Destroyed (>50%),660.0,Swanton ,Road,Davenport,95017,CZU,Santa Cruz,Davenport ,2020-08-16 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,Unscreened,Stucco Brick Cement,Single Pane,Wood,No Deck/Porch,Combustible,No Fence,>30,Unknown,,1961,660 SWANTON RD DAVENPORT CA 95017,37.1229856540752,-122.256955548546,0
104019,No Damage,1890.0,El Molino,Avenue,Pasadena,91104,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,Masonry/Concrete,Combustible,Combustible,Unknown,<30',145691.0,1923,"1890 N EL MOLINO AVE, PASADENA, CA 91104",34.1783668,-118.1369674,1
60537,Destroyed (>50%),0.0,Palo Colorado,Road,Unincorporated,Unknown,BEU,Monterey,Unknown,2016-07-22 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Fire Resistant,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,1961,CML,36.3930052196307,-121.85155651574,0
122243,No Damage,16865.0,Charmel,Lane,Pacific Palisades,90272,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Wood,Enclosed,No Vents,Stucco Brick Cement,Unknown,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,642559.0,1984,"16865 CHARMEL LN, PACIFIC PALISADES, CA 90272",34.0636887,-118.55085,1
2099,Destroyed (>50%),93.0,Lakeview,Terrace,Oroville,95966,BTU,Butte,Unknown,2020-09-09 00:00:00,Unknown,Mobile Home Double Wide,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Other,Single Pane,No Deck/Porch,Wood,Combustible,No Fence,Unknown,Unknown,81000.0,1993,"93 LAKEVIEW TERR, FEATHER FALLS CA 95966",39.5548872144914,-121.329714133189,1
106039,No Damage,768.0,Highland ,Street,Pasadena,91104,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Wood,No Deck/Porch,Combustible,Combustible,Unknown,<30',23292.0,1905,"768 HIGHLAND ST, PASADENA, CA 91104",34.1778716,-118.1348788,1
121754,Destroyed (>50%),20802.0,Pacific Coast,Highway,Malibu,90265,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Stucco Brick Cement,Unknown,Masonry/Concrete,Masonry/Concrete,Unknown,Non Combustible,Unknown,Unknown,816000.0,1983,"20802 PACIFIC COAST HWY, MALIBU, CA 90265",34.0371576,-118.6274331,1
13608,No Damage,1245.0,Tucker,Road,Calistoga,94515,LNU,Napa,Calistoga,2020-09-27 00:00:00,Engine Company Actions,Single Family Residence Multi Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Wood,Wood,Combustible,No Fence,21-30,30-50',316599.0,1978,1245 TUCKER RD CALISTOGA CA 94515,38.5526622389572,-122.52798363882,1
20747,No Damage,10290.0,Empire Grade,Unknown,Santa Cruz,95060,CZU,Santa Cruz,Santa Cruz ,2020-08-16 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,441728.0,1982,10290 EMPIRE GRADE SANTA CRUZ CA 95060,37.0942531365721,-122.140400650499,1
92919,No Damage,13886.0,Milton,Road,Valley Springs,95252,TCU,Calaveras,Unknown,2023-07-08 21:27:00,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Single Pane,Wood,Wood,Combustible,Combustible,11-20,Unknown,343118.0,1989,"13886 MILTON RD, VALLEY SPRINGS, CA 95252",38.07079443,-120.86856414,1
40870,Destroyed (>50%),6212.0,Oliver,Road,Paradise,95969,BTU,Butte,Paradise ,2018-11-08 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Unenclosed,Unknown,Combustible,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,30-50',90076.0,1969,6212  OLIVER RD   PARADISE CA 95969,39.7711550668157,-121.625936549991,1
6746,No Damage,64777.0,North Meadow,Lane,North Fork,93643,MMU,Madera,Unknown,2020-09-04 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,52766.0,1988,64777 N MEADOW LN NORTH FORK CA 93643,37.418593590798,-119.367441856848,1
98096,Destroyed (>50%),13711.0,Calle de Los Pinos ,Road,Lake Elsinore,92530,RRU,Riverside,Unknown,2024-09-09 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,1978,"13711 CALLE DE LOS PINOS RD, LAKE ELSINORE, CA 92530",33.6502804,-117.4197427,1
53429,No Damage,Unknown,Unknown,Unknown,Paradise,95969,BTU,Butte,Unknown,2018-11-08 00:00:00,Unknown,Mobile Home Double Wide,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2723218.0,1900,1400 KILCREASE CIR PARADISE CA 95969,39.7837220110715,-121.589711333982,1
42706,Destroyed (>50%),1364.0,Honey Run,Road,Unincorporated,95926,BTU,Butte,Chico,2018-11-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,11-20,30-50',25000.0,1971,1358  HONEY RUN RD   CHICO CA 95926,39.7201241921866,-121.714695265375,1
30029,Destroyed (>50%),1872.0,Del Rio,Way,Paradise,95969,BTU,Butte,Paradise,2018-11-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,Unknown,Unknown,188653.0,1971,1872  DEL RIO WAY   PARADISE CA 95969,39.7597217109358,-121.570967592117,1
61576,Destroyed (>50%),3857.0,Horizon View ,Way,Santa Rosa,95404,LNU,Sonoma,Fountaingrove,2017-10-08 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Fire Resistant,Unknown,Screened,Fire Resistant,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,630221.0,1961,3857 HORIZON VIEW WAY SANTA ROSA CA 95404,38.4891919501354,-122.69856515033,0
96111,No Damage,33280.0,Ponderosa ,Way,Paynes Creek,96075,TGU,Tehama,Unknown,2024-07-24 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Enclosed,No Vents,Other,Single Pane,Wood,No Deck/Porch,Combustible,No Fence,Unknown,Unknown,5531.0,1961,"33280 PONDEROSA WAY, PAYNES CREEK, CA 96075",40.3394645,-121.7661521,0
71219,Destroyed (>50%),3520.0,San Sonita,Place,Santa Rosa,95403,LNU,Sonoma,Coffey Park,2017-10-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Fire Resistant,Unknown,Unknown,Combustible,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,84766.0,1961,3520 SAN SONITA PL SANTA ROSA CA 95403,38.4760157427571,-122.749020355074,0
10869,Destroyed (>50%),6265.0,Melita,Road,Santa Rosa,95409,LNU,Sonoma,Santa Rosa,2020-09-27 00:00:00,Unknown,Commercial Building Single Story,Nonresidential Commercial,Unknown,Metal,No Eaves,No Vents,Metal,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,209700.0,1989,6265 MELITA RD SANTA ROSA CA 95409,38.4613171711753,-122.623802904826,1
124650,Destroyed (>50%),641.0,Jacon,Way,Pacific Palisades,90272,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Asphalt,No Eaves,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,Unknown,Unknown,1504314.0,1955,"641 JACON WAY, PACIFIC PALISADES, CA 90272",34.0476823,-118.5476641,1
118872,Destroyed (>50%),3606.0,Leilani,Way,Altadena,91001,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Engine Company Actions,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,Combustible,Non Combustible,Unknown,Unknown,304475.0,1992,"3606 LEILANI WAY, ALTADENA, CA 91001",34.2048761,-118.1474666,1
88143,Destroyed (>50%),20127.0,Sunrise,Drive,Redding,96003,SHU,Shasta,Unknown,2021-09-22 00:00:00,Unknown,Mobile Home Double Wide,Single Residence,0.0,Metal,Unknown,"Mesh Screen > 1/8""""",Wood,Multi Pane,Wood,Wood,Non Combustible,No Fence,Unknown,Unknown,35983.0,1961,20127 SUNRISE DR REDDING CA 96003,40.6922927715685,-122.310682342995,0
111010,Destroyed (>50%),1171.0,E Altadena,Drive,Altadena,91001,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Unknown,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,Unknown,Unknown,277241.0,1964,"1171 E ALTADENA DR, ALTADENA, CA 91001",34.1906644,-118.1265925,1
35911,Destroyed (>50%),14060.0,Drexel   ,Drive,Magalia,95954,BTU,Butte,Magalia ,2018-11-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unknown,"Mesh Screen > 1/8""""",Ignition Resistant,Single Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,Combustible,Unknown,<30',139618.0,1988,14060  DREXEL DR   MAGALIA CA 95954,39.8202357914055,-121.595222721032,1
23759,Destroyed (>50%),16001.0,Empire Grade,Unknown,Santa Cruz,95060,CZU,Santa Cruz,Santa Cruz ,2020-08-16 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Metal,No Eaves,Unscreened,Metal,No Windows,No Deck/Porch,No Deck/Porch,Combustible,No Fence,Unknown,Unknown,138348.0,1961,16001 EMPIRE GRADE SANTA CRUZ CA 95060,37.1410969035222,-122.196081985869,0
27081,No Damage,169.0,Neptune,Unknown,Irvine,92618,ORC,Orange,Irvine ,2020-10-26 00:00:00,Unknown,Multi Family Residence Multi Story,Multiple Residence,8.0,Tile,Enclosed,Unknown,Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,211414.0,2015,77 PLATEAU # 13 IRVINE CA 92618,33.6987107902112,-117.732443140963,1
89870,No Damage,17839.0,Fisher ,Road,Weed,96094,SKU,Siskiyou,Unknown,2022-09-02 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,No Deck/Porch,Wood,Combustible,Non Combustible,Unknown,Unknown,181029.0,1990,17839 FISHER RD WEED 96094 CA,41.49434811,-122.37252834,1
70644,Destroyed (>50%),3588.0,Alkirst,Court,Santa Rosa,95403,LNU,Sonoma,Fountaingrove,2017-10-08 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Fire Resistant,Unknown,Screened,Fire Resistant,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,423789.0,1961,3588 ALKIRST CT SANTA ROSA CA 95403,38.4751276182213,-122.715852958478,0
62358,Destroyed (>50%),11495.0,Parnassus,Road,Unincorporated,95461,LNU,Lake,Unknown,2015-09-12 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Combustible,Unknown,Unknown,Combustible,Multi Pane,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,63491.0,1961,17600 PINE VIEW DR WHISPERING PINES CA 95461,38.8065188839251,-122.710785348161,0
7532,No Damage,32088.0,Kinsman Flat,Road,Unknown,Unknown,MMU,Madera,North Fork,2020-09-04 00:00:00,Dozer Fuel Break,Single Family Residence Multi Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,1961,   ,37.2148972768129,-119.367843212439,0
100611,No Damage,510.0,San Clemente ,Way,Camarillo,93010,VNC,Ventura,Unknown,2024-11-06 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Tile,Enclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,415211.0,1961,"510 SAN CLEMENTE WAY, CAMARILLO, CA 93010",34.2472003,-119.0450931,0
7123,Destroyed (>50%),36045.0,Peterson,Road,Auberry,93602,FKU,Fresno,Unknown,2020-09-04 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,11-20,Unknown,165933.0,1997,36045 PETERSON RD AUBERRY CA 93602,37.0500487173366,-119.358335406641,1
76324,No Damage,4050.0,Old Barn ,Road,Unincorporated,95448,LNU,Sonoma,Unknown,2019-10-23 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,393919.0,1975,4050 OLD BARN RD HEALDSBURG CA 95448,38.6462994173023,-122.814380769932,1
106093,Destroyed (>50%),2667.0,Highview ,Avenue,Altadena,91001,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,218117.0,1924,"2667 HIGHVIEW AVE, ALTADENA, CA 91001",34.1906522,-118.1471244,1
16323,No Damage,5685.0,Rivera,Road,Vacaville,95688,LNU,Solano,Fairfield ,2020-08-16 00:00:00,Unknown,Commercial Building Single Story,Nonresidential Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,30622.0,1972,5685 RIVERA RD VACAVILLE CA 95688,38.3246307371534,-122.022550096149,1
34604,Destroyed (>50%),13533.0,Badger Mine,Road,Magalia,95954,BTU,Butte,Paradise ,2018-11-08 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Metal,Unknown,"Mesh Screen > 1/8""""",Ignition Resistant,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,Combustible,Unknown,Unknown,285000.0,1978,13533  BADER MINE RD   MAGALIA CA 95954,39.8016809103333,-121.588017767126,1
113516,Destroyed (>50%),358.0,W Loma Alta,Drive,Altadena,91001,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Stucco Brick Cement,Unknown,Masonry/Concrete,Unknown,Unknown,Unknown,Unknown,Unknown,139544.0,1946,"358 W LOMA ALTA DR, ALTADENA, CA 91001",34.2022479,-118.1508692,1
130378,Destroyed (>50%),16756.0,Marquez,Avenue,Pacific Palisades,90272,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Engine Company Actions,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,468180.0,1947,"16756 MARQUEZ AVE, PACIFIC PALISADES, CA 90272",34.0469654,-118.5457738,1
111447,No Damage,847.0,E Mendocino,Street,Altadena,91001,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,Unknown,Unknown,40239.0,1921,"847 E MENDOCINO ST, ALTADENA, CA 91001",34.1862806,-118.1325445,1
88195,No Damage,20077.0,Parocast,Road,Redding,96003,SHU,Shasta,Unknown,2021-09-22 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,No Fence,Unknown,Unknown,290000.0,1961,20077 PAROCAST RD REDDING CA 96003,40.687629768061,-122.313175727559,0
80229,No Damage,5340.0,Butte Creek ,Road,Somerset,95684,AEU,El Dorado,Gilmore ,2021-08-14 00:00:00,Fire Retardant Drop,Single Family Residence Multi Story,Single Residence,0.0,Tile,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Wood,Wood,No Patio Cover/Carport,No Fence,21-30,Unknown,298721.0,1961,5340 BUTTE CREEK RD SOMERSET CA 95684,38.663028031613,-120.621953841271,0
110921,No Damage,577.0,W Calaveras ,Street,Altadena,91001,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,Non Combustible,Unknown,Unknown,151241.0,1917,"577 W CALAVERAS ST, ALTADENA, CA 91001",34.1934362,-118.1608161,1
90629,No Damage,6369.0,Jerseydale ,Road,Mariposa,95338,MMU,Mariposa,Unknown,2022-07-22 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Metal,Enclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Masonry/Concrete,Wood,Combustible,No Fence,>30,Unknown,54309.0,1961,6369 JERSEYDALE RD MARIPOSA 95338 CA,37.5392786,-119.83948793,0
104577,No Damage,1395.0,Rexford ,Avenue,Pasadena,91107,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,Unscreened,Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,Unknown,Unknown,269737.0,1952,"1395 REXFORD AVE, PASADENA, CA 91107",34.1703411,-118.0704635,1
85077,Destroyed (>50%),14121.0,State Highway 70,Other,Belden,95915,LMU,Plumas,Unknown,2021-07-13 00:00:00,Hand Crew Fuel Break,Utility Misc Structure,Other Minor Structure,0.0,Metal,No Eaves,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,>50',1584.0,1961,14121 STATE HIGHWAY 70 BELDEN CA 95915,40.0072165444606,-121.263502129815,0
12395,No Damage,7006.0,Tarwater,Road,Santa Rosa,95404,LNU,Sonoma,Santa Rosa,2020-09-27 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,0-10,Unknown,215159.0,1946,7006 TARWATER RD SANTA ROSA CA 95404,38.5196676270519,-122.610513760316,1
18610,No Damage,7662.0,Clover,Lane,Vacaville,95688,LNU,Solano,Unknown,2020-08-16 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,247151.0,1970,7662 CLOVER LN VACAVILLE CA 95688,38.4363063947474,-121.997863775897,1
47499,Destroyed (>50%),6295.0,Diamond ,Avenue,Paradise,95969,BTU,Butte,Paradise ,2018-11-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,0.0,Other,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,Unknown,<30',42623.0,1956,6295  DIAMOND AVE   PARADISE CA 95969,39.7736597820527,-121.605841888364,1
42117,Destroyed (>50%),1129.0,Honey Run,Road,Unincorporated,95926,BTU,Butte,Paradise,2018-11-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unknown,"Mesh Screen > 1/8""""",Ignition Resistant,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,115598.0,1981,1129  HONEY RUN RD   CHICO CA 95926,39.7154207992886,-121.724470522989,1
25066,No Damage,0.0,Unknown,Unknown,Loma Mar,94021,CZU,San Mateo,Unknown,2020-08-16 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,438332.0,1961,8150 PESCADERO CREEK RD LOMA MAR CA 94021,37.2693738001139,-122.309009599986,0
74873,Destroyed (>50%),5580.0,Rio,Road,Jurupa Valley,92509,RRU,Riverside,Unknown,2019-10-31 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Metal,Unknown,Unknown,Metal,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,83560.0,1961,5580 RIO RD RIVERSIDE CA 92509,33.9800154455864,-117.422860738506,1
84201,No Damage,900.0,Highway 36,Unknown,Chester,96020,LMU,Plumas,Chester,2021-07-13 00:00:00,Unknown,Commercial Building Single Story,Nonresidential Commercial,0.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Other,Multi Pane,Wood,No Deck/Porch,Combustible,No Fence,>30,Unknown,,1961,900 MAIN ST CHESTER CA 96020,40.2915609457242,-121.246432184682,0
