OBJECTID,Damage,City,Zip_Code,CAL_FIRE_Unit,County,Incident_Start_Date,Structure_Defense_Actions_Taken,Structure_Type,Structure_Category,Number_of_Units,Roof_Construction,Eaves,Vent_Screen,Exterior_Siding,Window_Pane,DeckPorch_On_Grade,DeckPorch_Elevated,Patio_CoverCarport_Attached_to_Structure,Fence_Attached_to_Structure,Distance_Propane_Tank_to_Structure,Distance_Residence_to_UtilityMisc_Structure,Assessed_Improved_Value,Year_Built,Latitude,Longitude,Zip_Code_Prefix,Year_Built_Known,Incident_Start_Year,Incident_Start_Month,Incident_Start_Month_Name,Incident_Start_Weekday,Assessed_Improved_Value_Known
103581,No Damage,Sierra Madre,91024,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Masonry/Concrete,Wood,Combustible,No Fence,Unknown,Unknown,687901.0,1949,34.17195,-118.056653,910,1,2025,1,January,Tuesday,1
9520,No Damage,Igo,96047,SHU,Shasta,2020-09-27,Other,Utility Misc Structure,Other Minor Structure,Unknown,Metal,No Eaves,No Vents,Metal,Single Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,Non Combustible,>30,>=50,255695.0,1956,40.3829094560109,-122.596638438133,960,1,2020,9,September,Sunday,1
95232,No Damage,Paynes Creek,96075,TGU,Tehama,2024-07-24,Dozer Fuel Break,Single Family Residence Multi Story,Single Residence,0.0,Metal,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,>30,>=50,222478.0,2002,40.3410873,-121.8543841,960,1,2024,7,July,Wednesday,1
38823,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,Unknown,<=30,79452.0,1962,39.7479748371323,-121.638421363657,959,1,2018,11,November,Thursday,1
93249,No Damage,Copperopolis,95228,TCU,Calaveras,2024-06-17,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,256458.0,1981,37.9803859,-120.6380144,952,1,2024,6,June,Monday,1
54881,No Damage,Unincorporated,95954,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,140371.0,1991,39.8201398982573,-121.602607922798,959,1,2018,11,November,Thursday,1
117944,No Damage,Sierra Madre,91024,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,Non Combustible,Unknown,Unknown,429420.0,1968,34.1700519,-118.0392912,910,1,2025,1,January,Tuesday,1
115790,Destroyed (>50%),Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Unknown,Unknown,Unknown,Unknown,No Deck/Porch,No Deck/Porch,Unknown,No Fence,Unknown,Unknown,72815.0,1949,34.1986644,-118.1538322,910,1,2025,1,January,Tuesday,1
115921,Destroyed (>50%),Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Wood,Unenclosed,Unscreened,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,21-30,>=50,0.0,1961,34.1938251,-118.0900338,910,0,2025,1,January,Tuesday,0
55353,No Damage,Unincorporated,95954,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,101136.0,1981,39.8264943017495,-121.600943563766,959,1,2018,11,November,Thursday,1
55169,No Damage,Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,130691.0,1990,39.7939928455577,-121.589225907759,959,1,2018,11,November,Thursday,1
5655,No Damage,Unknown,Unknown,TUU,Tulare,2020-08-19,Unknown,Infrastructure,Infrastructure,0.0,Metal,Unenclosed,No Vents,Stucco Brick Cement,No Windows,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,0.0,1961,36.2238658311127,-118.67282233201,Unknown,0,2020,8,August,Wednesday,1
36733,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Ignition Resistant,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,148808.0,2007,39.7379125121772,-121.58459446275,959,1,2018,11,November,Thursday,1
99852,No Damage,Malibu,90265,LAC,Los Angeles,2024-12-09,Unknown,Multi Family Residence Multi Story,Multiple Residence,5.0,Tile,No Eaves,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Composite,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,144823.0,1992,34.0458142,-118.7067793,902,1,2024,12,December,Monday,1
52278,Destroyed (>50%),Unincorporated,96001,SHU,Shasta,2018-07-23,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Ignition Resistant,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,21-30,>=50,330000.0,2003,40.5825577332073,-122.463828689412,960,1,2018,7,July,Monday,1
94717,No Damage,Placerville,95667,AEU,El Dorado,2024-07-06,Unknown,Commercial Building Single Story,Nonresidential Commercial,0.0,Metal,No Eaves,No Vents,Metal,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,0.0,1961,38.7223806,-120.7642609,956,0,2024,7,July,Saturday,1
111776,Destroyed (>50%),Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,Unknown,<=30,550000.0,1958,34.1879321,-118.1397583,910,1,2025,1,January,Tuesday,1
43009,Destroyed (>50%),Unincorporated,95965,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,Unknown,Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,0-10,Unknown,16320.0,1945,39.6924531985522,-121.464747366748,959,1,2018,11,November,Thursday,1
79946,Destroyed (>50%),Grizzly Flats,95636,AEU,El Dorado,2021-08-14,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Wood,Unknown,Combustible,Non Combustible,11-20,Unknown,239292.0,1961,38.6409530170024,-120.511894943115,956,0,2021,8,August,Saturday,1
40444,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Combustible,No Windows,Unknown,No Deck/Porch,Combustible,No Fence,Unknown,Unknown,124175.0,1979,39.738582987561,-121.628236867736,959,1,2018,11,November,Thursday,1
55893,No Damage,Unincorporated,95942,BTU,Butte,2018-11-08,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,13306.0,1961,39.8174540836954,-121.674735393404,959,0,2018,11,November,Thursday,1
78503,No Damage,Platina,96076,TGU,Tehama,2021-07-29,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,Unknown,Unknown,96900.0,1961,40.287022934307,-122.812980619797,960,0,2021,7,July,Thursday,1
50051,Destroyed (>50%),Malibu,90265,LAC,Los Angeles,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Combustible,Unknown,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,Unknown,Unknown,385403.0,1959,34.0319729570742,-118.819851553788,902,1,2018,11,November,Thursday,1
126907,Destroyed (>50%),Pacific Palisades,90272,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Stucco Brick Cement,Unknown,Masonry/Concrete,Masonry/Concrete,Unknown,Non Combustible,Unknown,Unknown,271223.0,1951,34.0541437,-118.5208185,902,1,2025,1,January,Tuesday,1
116236,Destroyed (>50%),Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Unknown,Unknown,Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,186545.0,1925,34.1965912,-118.1376787,910,1,2025,1,January,Tuesday,1
105839,No Damage,Pasadena,91104,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,Unknown,Wood,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,Combustible,Unknown,Unknown,81126.0,1912,34.1760657,-118.1363316,911,1,2025,1,January,Tuesday,1
21045,Destroyed (>50%),Boulder Creek,95006,CZU,Santa Cruz,2020-08-16,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Tile,Unknown,Unknown,Stucco Brick Cement,Unknown,Masonry/Concrete,Unknown,No Patio Cover/Carport,No Fence,Unknown,Unknown,134918.0,1930,37.1366144110742,-122.143108302123,950,1,2020,8,August,Sunday,1
95698,No Damage,Unknown,Unknown,TGU,Tehama,2024-07-24,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,1961,40.0150567,-121.8495952,Unknown,0,2024,7,July,Wednesday,1
122310,No Damage,Pacific Palisades,90272,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,109319.0,1974,34.0575444,-118.5406682,902,1,2025,1,January,Tuesday,1
11838,No Damage,Deer Park,94576,LNU,Napa,2020-09-27,Engine Company Actions,Utility Misc Structure,Other Minor Structure,Unknown,Unknown,Unknown,Unscreened,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,137117.0,1936,38.5514582066971,-122.474074773829,945,1,2020,9,September,Sunday,1
30188,Destroyed (>50%),Magalia,95954,BTU,Butte,2018-11-08,Unknown,Mobile Home Single Wide,Single Residence,Unknown,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,No Deck/Porch,Wood,Combustible,No Fence,Unknown,Unknown,18241.0,1981,39.8041222277952,-121.598973324786,959,1,2018,11,November,Thursday,1
24973,Destroyed (>50%),Unknown,Unknown,CZU,Santa Cruz,2020-08-16,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Metal,No Eaves,No Vents,Metal,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,0.0,1961,37.1819517674597,-122.198398160675,Unknown,0,2020,8,August,Sunday,0
44496,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Ignition Resistant,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,Unknown,<=30,112200.0,1945,39.7898124578449,-121.589204607805,959,1,2018,11,November,Thursday,1
21917,No Damage,Santa Cruz,95060,CZU,Santa Cruz,2020-08-16,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,305100.0,1982,37.1020931515085,-122.107745091494,950,1,2020,8,August,Sunday,1
8429,No Damage,North Fork,93643,MMU,Madera,2020-09-04,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,209859.0,2000,37.2004800607221,-119.462769882734,936,1,2020,9,September,Friday,1
102011,Destroyed (>50%),Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,Masonry/Concrete,Unknown,Unknown,Non Combustible,Unknown,Unknown,73025.0,1963,34.2038389,-118.138287,910,1,2025,1,January,Tuesday,1
116061,No Damage,Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,No Eaves,"Mesh Screen > 1/8""""",Stucco Brick Cement,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,18016.0,1948,34.1957494,-118.1352267,910,1,2025,1,January,Tuesday,1
