OBJECTID,Damage,City,Zip_Code,CAL_FIRE_Unit,County,Incident_Start_Date,Structure_Defense_Actions_Taken,Structure_Type,Structure_Category,Number_of_Units,Roof_Construction,Eaves,Vent_Screen,Exterior_Siding,Window_Pane,DeckPorch_On_Grade,DeckPorch_Elevated,Patio_CoverCarport_Attached_to_Structure,Fence_Attached_to_Structure,Distance_Propane_Tank_to_Structure,Distance_Residence_to_UtilityMisc_Structure,Assessed_Improved_Value,Year_Built,Latitude,Longitude,Zip_Code_Prefix,Year_Built_Known,Incident_Start_Year,Incident_Start_Month,Incident_Start_Month_Name,Incident_Start_Weekday,Assessed_Improved_Value_Known,Damage_Binary
127734,No Damage,Pacific Palisades,90272,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,Combustible,Unknown,Unknown,41421.0,1952,34.0457045,-118.5151827,902,1,2025,1,January,Tuesday,1,0
26179,No Damage,Newman,95360,SCU,Stanislaus,2020-08-18,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,157147.0,1991,37.3960391877782,-121.440216174766,953,1,2020,8,August,Tuesday,1,0
106405,No Damage,Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,62534.0,1946,34.1941043,-118.1584373,910,1,2025,1,January,Tuesday,1,0
36038,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Mobile Home Double Wide,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,No Deck/Porch,Masonry/Concrete,Combustible,No Fence,Unknown,Unknown,92950.0,1964,39.7462663315507,-121.595596871145,959,1,2018,11,November,Thursday,1,1
40454,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unknown,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Wood,No Deck/Porch,Combustible,Non Combustible,Unknown,Unknown,147598.0,1959,39.7288548551875,-121.65380564621,959,1,2018,11,November,Thursday,1,1
55393,No Damage,Unincorporated,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,365000.0,2006,39.7081104994985,-121.577322328336,959,1,2018,11,November,Thursday,1,0
33390,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,Unknown,Unknown,35491.0,1943,39.7697628254372,-121.619142101017,959,1,2018,11,November,Thursday,1,1
109215,No Damage,Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Tile,Enclosed,No Vents,Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,Unknown,Unknown,71207.0,1924,34.1779081,-118.1294601,910,1,2025,1,January,Tuesday,1,0
20878,No Damage,Santa Cruz,95060,CZU,Santa Cruz,2020-08-16,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,294931.0,1975,37.053967454311,-122.11853715667,950,1,2020,8,August,Sunday,1,0
13189,No Damage,Calistoga,94515,LNU,Napa,2020-09-27,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Metal,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,Wood,Combustible,No Fence,Unknown,Unknown,0.0,1925,38.5720898697009,-122.518414128643,945,1,2020,9,September,Sunday,1,0
13094,Destroyed (>50%),Calistoga,94515,LNU,Napa,2020-09-27,Unknown,Commercial Building Multi Story,Nonresidential Commercial,Unknown,Asphalt,Unknown,"Mesh Screen > 1/8""""",Wood,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,11-20,Unknown,0.0,1961,38.5790833152287,-122.515553209161,945,0,2020,9,September,Sunday,1,1
42205,Destroyed (>50%),Unincorporated,95926,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,493509.0,2006,39.7396816247914,-121.682309785758,959,1,2018,11,November,Thursday,1,1
38775,Destroyed (>50%),Unincorporated,95965,BTU,Butte,2018-11-08,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Single Pane,No Deck/Porch,Wood,Non Combustible,No Fence,>30,Unknown,346563.0,1991,39.6697925678923,-121.653067260691,959,1,2018,11,November,Thursday,1,1
100248,No Damage,Camarillo,93010,VNC,Ventura,2024-11-06,Unknown,Single Family Residence Single Story,Single Residence,0.0,Tile,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,479355.0,1966,34.249313,-119.0668232,930,1,2024,11,November,Wednesday,1,0
13500,No Damage,Unknown,Unknown,LNU,Napa,2020-09-27,Unknown,Commercial Building Single Story,Nonresidential Commercial,Unknown,Asphalt,Unenclosed,No Vents,Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,0.0,1961,38.5516359709339,-122.522348914878,Unknown,0,2020,9,September,Sunday,0,0
101632,No Damage,Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Other,Unenclosed,Unscreened,Wood,No Windows,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,Unknown,Unknown,349211.0,1952,34.2020072,-118.130322,910,1,2025,1,January,Tuesday,1,0
113372,Destroyed (>50%),Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,173272.0,1953,34.1936124,-118.1376012,910,1,2025,1,January,Tuesday,1,1
130378,Destroyed (>50%),Pacific Palisades,90272,LAC,Los Angeles,2025-01-07,Engine Company Actions,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,468180.0,1947,34.0469654,-118.5457738,902,1,2025,1,January,Tuesday,1,1
9018,Destroyed (>50%),Unknown,Unknown,FKU,Fresno,2020-09-04,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,0-10,Unknown,0.0,1961,37.202372455474,-119.251014366858,Unknown,0,2020,9,September,Friday,1,1
42607,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Masonry/Concrete,Wood,Combustible,Non Combustible,Unknown,Unknown,30462.0,1930,39.74391820577,-121.641391861435,959,1,2018,11,November,Thursday,1,1
38698,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Combustible,No Windows,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,<=30,175000.0,1952,39.7503609000008,-121.633665716679,959,1,2018,11,November,Thursday,1,1
5480,No Damage,Unknown,Unknown,TUU,Tulare,2020-08-19,Unknown,Single Family Residence Single Story,Single Residence,0.0,Metal,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,No Deck/Porch,Wood,Combustible,No Fence,11-20,Unknown,0.0,1961,36.1457668958984,-118.60719155749,Unknown,0,2020,8,August,Wednesday,1,0
29554,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Unknown,No Vents,Combustible,No Windows,No Deck/Porch,No Deck/Porch,Combustible,No Fence,Unknown,Unknown,81167.0,1977,39.7588006528001,-121.57973847126,959,1,2018,11,November,Thursday,1,1
21772,No Damage,Santa Cruz,95060,CZU,Santa Cruz,2020-08-16,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,1961,37.0562428056319,-122.167779845987,950,0,2020,8,August,Sunday,0,0
8518,No Damage,Shaver Lake,93664,FKU,Fresno,2020-09-04,Unknown,Single Family Residence Single Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,1961,37.0620141809609,-119.331764829656,936,0,2020,9,September,Friday,1,0
127419,Destroyed (>50%),Pacific Palisades,90272,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Tile,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,Non Combustible,Non Combustible,Unknown,Unknown,128168.0,1931,34.0421697,-118.5181185,902,1,2025,1,January,Tuesday,1,1
122164,No Damage,Malibu,90265,LAC,Los Angeles,2025-01-07,Unknown,Multi Family Residence Multi Story,Multiple Residence,2.0,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,Unknown,Unknown,0.0,2019,34.0432841,-118.5722938,902,1,2025,1,January,Tuesday,1,0
111024,Destroyed (>50%),Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unknown,Unknown,Stucco Brick Cement,Multi Pane,Masonry/Concrete,Unknown,Unknown,No Fence,Unknown,Unknown,89342.0,1964,34.2016656,-118.14252,910,1,2025,1,January,Tuesday,1,1
11726,Destroyed (>50%),Saint Helena,94574,LNU,Napa,2020-09-27,Unknown,Mobile Home Single Wide,Single Residence,Unknown,Metal,No Eaves,No Vents,Wood,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,Unknown,Unknown,97780.0,1961,38.535783342919,-122.464963028952,945,0,2020,9,September,Sunday,1,1
94268,Destroyed (>50%),Aguanga,92536,RRU,Riverside,2024-07-29,Unknown,Motor Home,Single Residence,0.0,Metal,No Eaves,No Vents,Other,Single Pane,No Deck/Porch,No Deck/Porch,Unknown,No Fence,Unknown,>=50,9476.0,1961,33.4721302,-116.7276031,925,0,2024,7,July,Monday,1,1
38337,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Unknown,No Deck/Porch,Wood,No Patio Cover/Carport,Combustible,Unknown,Unknown,140876.0,1961,39.7379801357075,-121.597257967496,959,1,2018,11,November,Thursday,1,1
51602,Destroyed (>50%),Unincorporated,96001,SHU,Shasta,2018-07-23,Unknown,Mobile Home Double Wide,Single Residence,Unknown,Metal,Unknown,Unknown,Ignition Resistant,Unknown,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,21-30,<=30,49329.0,1979,40.6231346998382,-122.464963389176,960,1,2018,7,July,Monday,1,1
39498,Destroyed (>50%),Unincorporated,95954,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,Non Combustible,>30,Unknown,179109.0,1986,39.8250062307117,-121.579448195947,959,1,2018,11,November,Thursday,1,1
113754,Destroyed (>50%),Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,Unknown,Unknown,44306.0,1948,34.1984177,-118.1544488,910,1,2025,1,January,Tuesday,1,1
85019,No Damage,Greenville,95947,LMU,Plumas,2021-07-13,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unenclosed,No Vents,Wood,Multi Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,Unknown,Unknown,29235.0,1961,40.1722715073202,-120.933184691799,959,0,2021,7,July,Tuesday,1,0
20398,No Damage,Salinas,93908,BEU,Monterey,2020-08-16,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,50774.0,1935,36.5450008236585,-121.630762729092,939,1,2020,8,August,Sunday,1,0
80368,No Damage,Twin Bridges,95735,AEU,El Dorado,2021-08-14,Unknown,Single Family Residence Single Story,Single Residence,0.0,Metal,Unenclosed,No Vents,Wood,Single Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,Combustible,Unknown,Unknown,58891.0,1961,38.7870949936073,-120.155457140379,957,0,2021,8,August,Saturday,1,0
113977,Destroyed (>50%),Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Tile,Unknown,Unknown,Stucco Brick Cement,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,0.0,1928,34.1871161,-118.1153187,910,1,2025,1,January,Tuesday,1,1
29358,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,Wood,Wood,No Patio Cover/Carport,No Fence,Unknown,Unknown,285000.0,1988,39.7562433195436,-121.57914611767,959,1,2018,11,November,Thursday,1,1
114746,Destroyed (>50%),Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Wood,No Deck/Porch,Combustible,No Fence,Unknown,Unknown,415300.0,1913,34.1936517,-118.1412734,910,1,2025,1,January,Tuesday,1,1
90922,No Damage,Anderson,96007,SHU,Shasta,2022-07-14,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Metal,No Eaves,No Vents,Metal,No Windows,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,114186.0,1980,40.45227577,-122.32902763,960,1,2022,7,July,Thursday,1,0
75679,No Damage,Windsor,95492,LNU,Sonoma,2019-10-23,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,318579.0,1991,38.5597457891743,-122.793315789457,954,1,2019,10,October,Wednesday,1,0
107066,Destroyed (>50%),Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Unknown,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,Unknown,Unknown,226578.0,1947,34.1929832,-118.1081679,910,1,2025,1,January,Tuesday,1,1
77963,No Damage,Macdoel,96058,SKU,Siskiyou,2021-08-01,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,No Eaves,"Mesh Screen <= 1/8""""",Wood,Single Pane,Wood,Wood,No Patio Cover/Carport,Combustible,Unknown,Unknown,27727.0,1961,41.5837475596853,-121.912756078831,960,0,2021,8,August,Sunday,1,0
84670,No Damage,Unknown,Unknown,LMU,Plumas,2021-07-13,Unknown,Commercial Building Single Story,Nonresidential Commercial,0.0,Metal,Unenclosed,No Vents,Wood,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,Unknown,Unknown,0.0,1961,40.1705349236478,-121.088501871898,Unknown,0,2021,7,July,Tuesday,0,0
83268,No Damage,South Lake Tahoe,96150,AEU,El Dorado,2021-08-14,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,131994.0,1961,38.8388886505401,-120.01865685418,961,0,2021,8,August,Saturday,1,0
85057,No Damage,Unknown,Unknown,LMU,Plumas,2021-07-13,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Wood,No Windows,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,0.0,1961,39.9258301518866,-121.316717447795,Unknown,0,2021,7,July,Tuesday,0,0
92815,No Damage,Mariposa,95338,MMU,Mariposa,2022-07-22,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Metal,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,57785.0,1961,37.50797968,-119.872520872206,953,0,2022,7,July,Friday,1,0
1898,No Damage,Oroville,95966,BTU,Butte,2020-09-09,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Metal,Unenclosed,No Vents,Wood,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,Unknown,Unknown,5199.0,1973,39.5659885666784,-121.303306133304,959,1,2020,9,September,Wednesday,1,0
44120,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Ignition Resistant,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,61786.0,1972,39.7687254027614,-121.590979840503,959,1,2018,11,November,Thursday,1,1
87021,No Damage,Chester,96020,LMU,Plumas,2021-07-13,Unknown,Single Family Residence Single Story,Single Residence,0.0,Metal,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Single Pane,Wood,Wood,Combustible,No Fence,Unknown,Unknown,52802.0,1961,40.3591710337968,-121.337685574611,960,0,2021,7,July,Tuesday,1,0
54768,No Damage,Paradise,95969,BTU,Butte,2018-11-08,Unknown,Commercial Building Single Story,Nonresidential Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,1991,39.7940892072601,-121.586727043472,959,1,2018,11,November,Thursday,1,0
21057,No Damage,Unknown,Unknown,CZU,Santa Cruz,2020-08-16,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,1961,37.0308262642034,-122.218041353295,Unknown,0,2020,8,August,Sunday,0,0
17555,Destroyed (>50%),Vacaville,95688,LNU,Solano,2020-08-16,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Metal,Unknown,No Vents,Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,>=50,645045.0,1955,38.4041699263376,-122.005273164802,956,1,2020,8,August,Sunday,1,1
15660,No Damage,Vacaville,95688,LNU,Solano,2020-08-16,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,614260.0,2014,38.4268934740026,-121.9987019346,956,1,2020,8,August,Sunday,1,0
13886,No Damage,Saint Helena,94574,LNU,Napa,2020-09-27,Engine Company Actions,Single Family Residence Single Story,Single Residence,Unknown,Tile,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,>30,>=50,0.0,1987,38.532316980878,-122.551152921051,945,1,2020,9,September,Sunday,1,0
102986,No Damage,Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,203507.0,1966,34.1938955,-118.1611955,910,1,2025,1,January,Tuesday,1,0
87586,No Damage,Taylorsville,95983,LMU,Plumas,2021-07-13,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Metal,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Wood,No Deck/Porch,Combustible,Combustible,Unknown,Unknown,113035.0,1961,40.061417196764,-120.679530854553,959,0,2021,7,July,Tuesday,1,0
107950,Destroyed (>50%),Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,Unknown,Unknown,98336.0,1948,34.1923111,-118.1562482,910,1,2025,1,January,Tuesday,1,1
110430,No Damage,Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Tile,No Eaves,No Vents,Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,<=30,142639.0,1927,34.1853748,-118.1559301,910,1,2025,1,January,Tuesday,1,0
31140,Destroyed (>50%),Magalia,95954,BTU,Butte,2018-11-08,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Wood,Wood,Non Combustible,Combustible,>30,Unknown,150830.0,2004,39.8006624628681,-121.597893451,959,1,2018,11,November,Thursday,1,1
1864,Destroyed (>50%),Unknown,Unknown,BTU,Butte,2020-09-09,Unknown,Motor Home,Single Residence,0.0,Metal,No Eaves,"Mesh Screen > 1/8""""",Metal,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,0-10,Unknown,0.0,1961,39.5643872367806,-121.332663953545,Unknown,0,2020,9,September,Wednesday,1,1
48132,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Ignition Resistant,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,90076.0,1956,39.774997321336,-121.605613122495,959,1,2018,11,November,Thursday,1,1
4184,No Damage,Berry Creek,95916,BTU,Butte,2020-09-09,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,10773.0,2000,39.6352256492931,-121.360294816551,959,1,2020,9,September,Wednesday,1,0
29963,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Combustible,Multi Pane,Masonry/Concrete,Wood,Combustible,No Fence,Unknown,Unknown,241372.0,1977,39.7630832138558,-121.570592928168,959,1,2018,11,November,Thursday,1,1
37761,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,Unknown,Unknown,250000.0,1985,39.7320117095871,-121.567542848639,959,1,2018,11,November,Thursday,1,1
21278,No Damage,Davenport,95017,CZU,Santa Cruz,2020-08-16,Unknown,Mixed Commercial/Residential,Mixed Commercial/Residential,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,1965,37.1745638332644,-122.312283616938,950,1,2020,8,August,Sunday,1,0
25602,Destroyed (>50%),Unknown,Unknown,SCU,Santa Clara,2020-08-18,Unknown,Motor Home,Single Residence,Unknown,Metal,Unknown,"Mesh Screen <= 1/8""""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,6366.0,1961,37.3434301928632,-121.526917857744,Unknown,0,2020,8,August,Tuesday,1,1
131609,Destroyed (>50%),Pacific Palisades,90272,LAC,Los Angeles,2025-01-07,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,232413.0,1950,34.038638,-118.5273833,902,1,2025,1,January,Tuesday,1,1
102401,No Damage,Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Wood,No Windows,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,Unknown,<=30,362429.0,1927,34.1992342,-118.1262277,910,1,2025,1,January,Tuesday,1,0
12395,No Damage,Santa Rosa,95404,LNU,Sonoma,2020-09-27,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,0-10,Unknown,215159.0,1946,38.5196676270519,-122.610513760316,954,1,2020,9,September,Sunday,1,0
40582,Destroyed (>50%),Unincorporated,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Wood,No Deck/Porch,Combustible,No Fence,Unknown,30-50,285000.0,1993,39.7141659882391,-121.660887923486,959,1,2018,11,November,Thursday,1,1
99020,Destroyed (>50%),Unknown,Unknown,LAC,Los Angeles,2024-09-08,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unknown,Unknown,Unknown,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,0.0,1961,34.3751745,-117.6788529,Unknown,0,2024,9,September,Sunday,1,1
37007,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Multi Family Residence Single Story,Multiple Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Ignition Resistant,Single Pane,Masonry/Concrete,Masonry/Concrete,Combustible,Non Combustible,Unknown,Unknown,99486.0,1979,39.7469864928395,-121.613816389448,959,1,2018,11,November,Thursday,1,1
11538,No Damage,Santa Rosa,95404,LNU,Sonoma,2020-09-27,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Metal,Unenclosed,No Vents,Wood,No Windows,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,0.0,1930,38.5074885544287,-122.647731519492,954,1,2020,9,September,Sunday,1,0
