OBJECTID,Damage,City,Zip_Code,CAL_FIRE_Unit,County,Incident_Start_Date,Structure_Defense_Actions_Taken,Structure_Type,Structure_Category,Number_of_Units,Roof_Construction,Eaves,Vent_Screen,Exterior_Siding,Window_Pane,DeckPorch_On_Grade,DeckPorch_Elevated,Patio_CoverCarport_Attached_to_Structure,Fence_Attached_to_Structure,Distance_Propane_Tank_to_Structure,Distance_Residence_to_UtilityMisc_Structure,Assessed_Improved_Value,Year_Built,Latitude,Longitude,Zip_Code_Prefix,Year_Built_Known,Incident_Start_Year,Incident_Start_Month,Incident_Start_Month_Name,Incident_Start_Weekday,Assessed_Improved_Value_Known,Damage_Binary
19461,No Damage,Middletown,95461,LNU,Lake,2020-08-16,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,12311.0,1946,38.7017036833088,-122.526912299927,954,1,2020,8,August,Sunday,1,0
98610,No Damage,Unknown,Unknown,LAC,Los Angeles,2024-09-08,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,Unscreened,Wood,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,0.0,1961,34.2037112,-117.7604231,Unknown,0,2024,9,September,Sunday,1,0
39754,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,Unknown,Unknown,149304.0,1977,39.7359836303503,-121.571941319172,959,1,2018,11,November,Thursday,1,1
708,Destroyed (>50%),Lancaster,93536,LAC,Los Angeles,2020-08-12,Unknown,Single Family Residence Single Story,Single Residence,0.0,Metal,Unknown,Unknown,Stucco Brick Cement,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,0-10,Unknown,0.0,1961,34.7034946528082,-118.499148762699,935,0,2020,8,August,Wednesday,0,1
43133,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,30-50,137700.0,1964,39.7453702242365,-121.653450010376,959,1,2018,11,November,Thursday,1,1
102235,Destroyed (>50%),Pasadena,Unknown,LAC,Los Angeles,2025-01-07,Unknown,Commercial Building Single Story,Nonresidential Commercial,0.0,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,No Deck/Porch,No Deck/Porch,Unknown,No Fence,Unknown,Unknown,0.0,1961,34.1768916,-118.0947433,Unknown,0,2025,1,January,Tuesday,0,1
128371,Destroyed (>50%),Pacific Palisades,90272,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Asphalt,No Eaves,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,Unknown,Unknown,0.0,2015,34.0472421,-118.5390711,902,1,2025,1,January,Tuesday,1,1
104624,Destroyed (>50%),Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,Non Combustible,Unknown,Unknown,71079.0,1924,34.1885547,-118.1457485,910,1,2025,1,January,Tuesday,1,1
111795,No Damage,Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,84505.0,1956,34.1884124,-118.1603679,910,1,2025,1,January,Tuesday,1,0
96022,No Damage,Paynes Creek,96075,TGU,Tehama,2024-07-24,Combination of Actions,Single Family Residence Single Story,Single Residence,0.0,Asphalt,No Eaves,"Mesh Screen > 1/8""""",Wood,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,33111.0,2004,40.3431191,-121.7851717,960,1,2024,7,July,Wednesday,1,0
2337,Destroyed (>50%),Berry Creek,95916,BTU,Butte,2020-09-09,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Metal,No Eaves,No Vents,Metal,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,>30,>=50,155329.0,1996,39.6203894493999,-121.451169065327,959,1,2020,9,September,Wednesday,1,1
124112,Destroyed (>50%),Pacific Palisades,90272,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,Unknown,Unknown,0.0,1956,34.0507732,-118.5469815,902,1,2025,1,January,Tuesday,1,1
123456,No Damage,Pacific Palisades,90272,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,Unknown,Unknown,100832.0,1959,34.0437941,-118.5646137,902,1,2025,1,January,Tuesday,1,0
128507,Destroyed (>50%),Pacific Palisades,90272,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Unknown,Masonry/Concrete,Wood,Combustible,Combustible,Unknown,<=30,292362.0,1950,34.0427302,-118.5497596,902,1,2025,1,January,Tuesday,1,1
105811,Destroyed (>50%),Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Unknown,Unknown,Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,Unknown,Unknown,140191.0,1947,34.1909519,-118.156361,910,1,2025,1,January,Tuesday,1,1
125922,Destroyed (>50%),Malibu,90265,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,327821.0,1965,34.0662425,-118.6475657,902,1,2025,1,January,Tuesday,1,1
17613,No Damage,Unknown,Unknown,LNU,Sonoma,2020-08-16,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,1961,38.5984979440742,-122.91130481821,Unknown,0,2020,8,August,Sunday,0,0
90737,No Damage,Laguna Niguel,92677,ORC,Orange,2022-05-11,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Tile,Enclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,Masonry/Concrete,Non Combustible,Combustible,Unknown,Unknown,584544.0,1989,33.5181459,-117.7271051,926,1,2022,5,May,Wednesday,1,0
129382,Destroyed (>50%),Pacific Palisades,90272,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,93757.0,1928,34.0441925,-118.5329372,902,1,2025,1,January,Tuesday,1,1
34107,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Asphalt,Unknown,Unknown,Combustible,Unknown,Masonry/Concrete,Wood,Combustible,Unknown,Unknown,Unknown,246770.0,1958,39.7615666919277,-121.574695296017,959,1,2018,11,November,Thursday,1,1
114012,Destroyed (>50%),Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Unenclosed,Unknown,Stucco Brick Cement,Unknown,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,Unknown,<=30,48510.0,1926,34.1863886,-118.1191846,910,1,2025,1,January,Tuesday,1,1
92143,Destroyed (>50%),Foresthill,95631,NEU,Placer,2022-09-06,Unknown,Single Family Residence Single Story,Single Residence,0.0,Metal,Unknown,Unknown,Wood,Single Pane,Wood,No Deck/Porch,Combustible,No Fence,Unknown,Unknown,51036.0,1974,39.04416533,-120.73618436,956,1,2022,9,September,Tuesday,1,1
39274,Destroyed (>50%),Magalia,95954,BTU,Butte,2018-11-08,Unknown,Mobile Home Single Wide,Single Residence,Unknown,Asphalt,Unknown,No Vents,Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,<=30,0.0,1963,39.8032240128189,-121.580516416787,959,1,2018,11,November,Thursday,1,1
87162,Destroyed (>50%),Canyon Dam,95923,LMU,Plumas,2021-07-13,Unknown,Mixed Commercial/Residential,Mixed Commercial/Residential,0.0,Metal,Unknown,Unknown,Wood,Single Pane,Masonry/Concrete,Unknown,Unknown,Combustible,Unknown,Unknown,64784.0,1961,40.1717536830005,-121.071445916229,959,0,2021,7,July,Tuesday,1,1
86083,No Damage,Greenville,95947,LMU,Plumas,2021-07-13,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Metal,Enclosed,No Vents,Wood,Multi Pane,Wood,Wood,Non Combustible,No Fence,11-20,Unknown,14036.0,1961,40.1767343130414,-120.787221692111,959,0,2021,7,July,Tuesday,1,0
43152,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,116341.0,1945,39.7473431469159,-121.643066785554,959,1,2018,11,November,Thursday,1,1
98750,No Damage,Highland,92346,BDU,San Bernardino,2024-09-05,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Tile,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,Non Combustible,Unknown,Unknown,446572.0,2006,34.1372408,-117.1696831,923,1,2024,9,September,Thursday,1,0
3915,Destroyed (>50%),Berry Creek,95916,BTU,Butte,2020-09-09,Unknown,Mobile Home Single Wide,Single Residence,0.0,Metal,Unknown,No Vents,Other,Single Pane,Wood,No Deck/Porch,Combustible,No Fence,0-10,Unknown,5740.0,1968,39.6308242305321,-121.382690150757,959,1,2020,9,September,Wednesday,1,1
45575,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Mobile Home Double Wide,Single Residence,Unknown,Metal,Enclosed,"Mesh Screen <= 1/8""""",Ignition Resistant,Single Pane,Masonry/Concrete,Wood,Combustible,No Fence,Unknown,<=30,0.0,1900,39.7906207152498,-121.580073161975,959,1,2018,11,November,Thursday,1,1
25466,No Damage,Mount Hamilton,95140,SCU,Santa Clara,2020-08-18,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Metal,No Eaves,No Vents,Metal,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,82906.0,1961,37.3600787103291,-121.621702243881,951,0,2020,8,August,Tuesday,1,0
20103,No Damage,Salinas,93908,BEU,Monterey,2020-08-16,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,386364.0,1987,36.5899342463286,-121.634752273033,939,1,2020,8,August,Sunday,1,0
8099,No Damage,Tollhouse,93667,FKU,Fresno,2020-09-04,Unknown,Mobile Home Single Wide,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,17594.0,1961,37.0395063844629,-119.38793793066,936,0,2020,9,September,Friday,1,0
42102,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Single Pane,Masonry/Concrete,Wood,Combustible,Non Combustible,Unknown,<=30,89915.0,1970,39.7449756778176,-121.638387431594,959,1,2018,11,November,Thursday,1,1
124250,Destroyed (>50%),Pacific Palisades,90272,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,0.0,1959,34.054167,-118.5378796,902,1,2025,1,January,Tuesday,1,1
26531,No Damage,Foothill Ranch,92610,ORC,Orange,2020-10-26,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Tile,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,Combustible,Unknown,Unknown,256254.0,1992,33.691560769047,-117.668159655214,926,1,2020,10,October,Monday,1,0
88461,No Damage,Redding,96003,SHU,Shasta,2021-09-22,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Single Pane,Wood,No Deck/Porch,Combustible,Combustible,11-20,Unknown,189223.0,1961,40.6785711177672,-122.309467439845,960,0,2021,9,September,Wednesday,1,0
7776,No Damage,Auberry,93602,FKU,Fresno,2020-09-04,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,197551.0,2004,37.0385647754547,-119.336122814916,936,1,2020,9,September,Friday,1,0
53883,No Damage,Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,34524.0,1956,39.7634504104303,-121.623659641444,959,1,2018,11,November,Thursday,1,0
56545,No Damage,Unincorporated,95928,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,358717.0,1994,39.709531033252,-121.768238811591,959,1,2018,11,November,Thursday,1,0
104119,Destroyed (>50%),Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unknown,Unknown,Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,126069.0,1923,34.1945811,-118.1577886,910,1,2025,1,January,Tuesday,1,1
109438,No Damage,Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,Unknown,Unknown,36963.0,1949,34.1944352,-118.130397,910,1,2025,1,January,Tuesday,1,0
87801,No Damage,Redding,96003,SHU,Shasta,2021-09-22,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Composite,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,412758.0,1961,40.6887322906771,-122.291514258549,960,0,2021,9,September,Wednesday,1,0
18805,No Damage,Vacaville,95688,LNU,Solano,2020-08-16,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,300000.0,1943,38.3363441852768,-122.029933308146,956,1,2020,8,August,Sunday,1,0
26427,No Damage,Unknown,Unknown,ORC,Orange,2020-10-26,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Tile,No Eaves,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,0.0,1961,33.7012717859622,-117.708732546518,Unknown,0,2020,10,October,Monday,0,0
25007,Destroyed (>50%),Davenport,95017,CZU,Santa Cruz,2020-08-16,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Concrete,No Eaves,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Unknown,Unknown,Unknown,No Fence,21-30,Unknown,135561.0,1961,37.1351441163671,-122.238306216922,950,0,2020,8,August,Sunday,1,1
116500,Destroyed (>50%),Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Utility Misc Structure,Other Minor Structure,1.0,Asphalt,Unenclosed,Unknown,Stucco Brick Cement,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,Unknown,Unknown,53461.0,1951,34.1924598,-118.1134619,910,1,2025,1,January,Tuesday,1,1
15335,Destroyed (>50%),Napa,94558,LNU,Napa,2020-08-16,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,Unknown,No Patio Cover/Carport,Non Combustible,11-20,Unknown,177725.0,1989,38.5096615027478,-122.190858095642,945,1,2020,8,August,Sunday,1,1
103968,Destroyed (>50%),Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,Unknown,>=50,133052.0,1912,34.1893169,-118.1440498,910,1,2025,1,January,Tuesday,1,1
102472,Destroyed (>50%),Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Tile,No Eaves,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,Unknown,<=30,80522.0,1928,34.1826289,-118.1143531,910,1,2025,1,January,Tuesday,1,1
92782,Destroyed (>50%),Mariposa,95338,MMU,Mariposa,2022-07-22,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Masonry/Concrete,Wood,Combustible,No Fence,Unknown,Unknown,127170.0,1961,37.51669985,-119.89189782,953,0,2022,7,July,Friday,1,1
53960,No Damage,Paradise,95969,BTU,Butte,2018-11-08,Unknown,Hospital,Nonresidential Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,1961,39.7575261988818,-121.571240320637,959,0,2018,11,November,Thursday,1,0
26790,No Damage,Irvine,92618,ORC,Orange,2020-10-26,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Tile,Enclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,405260.0,2013,33.7053642077079,-117.725526003681,926,1,2020,10,October,Monday,1,0
86280,No Damage,Taylorsville,95983,LMU,Plumas,2021-07-13,Unknown,Motor Home,Single Residence,0.0,Metal,No Eaves,No Vents,Metal,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,0.0,1961,40.1874692335257,-120.718218182974,959,0,2021,7,July,Tuesday,0,0
55805,No Damage,Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,68092.0,1970,39.7329990776663,-121.635807658744,959,1,2018,11,November,Thursday,1,0
96944,No Damage,Cohasset,95973,BTU,Butte,2024-07-24,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,>30,>=50,239618.0,1992,39.9185852,-121.7368598,959,1,2024,7,July,Wednesday,1,0
17382,No Damage,Vacaville,95688,LNU,Solano,2020-08-16,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,2006,38.4045160571743,-121.993848396408,956,1,2020,8,August,Sunday,1,0
9432,Destroyed (>50%),Igo,96047,SHU,Shasta,2020-09-27,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,0-10,30-50,42897.0,1980,40.4806303049631,-122.586291777437,960,1,2020,9,September,Sunday,1,1
25737,No Damage,Livermore,94550,SCU,Santa Clara,2020-08-18,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Metal,No Eaves,No Vents,Metal,No Windows,Masonry/Concrete,Masonry/Concrete,Combustible,Non Combustible,Unknown,Unknown,46818.0,1961,37.3628828360468,-121.478011853402,945,0,2020,8,August,Tuesday,1,0
40291,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Combustible,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,<=30,75083.0,1949,39.7401977451078,-121.627365017718,959,1,2018,11,November,Thursday,1,1
114842,No Damage,Pasadena,91104,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,Unknown,Unknown,523307.0,1937,34.1697019,-118.1002204,911,1,2025,1,January,Tuesday,1,0
83287,No Damage,South Lake Tahoe,96150,AEU,El Dorado,2021-08-14,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,Unknown,Unknown,143341.0,1961,38.8395463165779,-120.0245743004,961,0,2021,8,August,Saturday,1,0
31623,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Ignition Resistant,Single Pane,Masonry/Concrete,Wood,Combustible,No Fence,Unknown,<=30,36029.0,1936,39.7706564826122,-121.614193181506,959,1,2018,11,November,Thursday,1,1
95839,Destroyed (>50%),San Juan Capistrano,92675,ORC,Orange,2024-09-09,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,11-20,>=50,75084.0,1961,33.6464889,-117.431835,926,0,2024,9,September,Monday,1,1
27873,No Damage,Irvine,92618,ORC,Orange,2020-10-26,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Tile,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,505144.0,2013,33.6997610492791,-117.710899948635,926,1,2020,10,October,Monday,1,0
44337,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,Unknown,<=30,86187.0,1969,39.7555688302331,-121.614434402516,959,1,2018,11,November,Thursday,1,1
74629,Destroyed (>50%),Calimesa,92320,RRU,Riverside,2019-10-10,Unknown,Mobile Home Double Wide,Single Residence,0.0,Asphalt,No Eaves,"Mesh Screen <= 1/8""""",Vinyl,Single Pane,No Deck/Porch,No Deck/Porch,Non Combustible,Non Combustible,Unknown,30-50,8812.0,1963,33.9953455072569,-117.066765435541,923,1,2019,10,October,Thursday,1,1
42650,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Ignition Resistant,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,Unknown,Unknown,70461.0,1987,39.7433328456467,-121.653526047375,959,1,2018,11,November,Thursday,1,1
114656,Destroyed (>50%),Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,214200.0,1954,34.1906067,-118.1343619,910,1,2025,1,January,Tuesday,1,1
85918,No Damage,Greenville,95947,LMU,Plumas,2021-07-13,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unenclosed,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,139562.0,1961,40.1628205119585,-120.927840993263,959,0,2021,7,July,Tuesday,1,0
49625,Destroyed (>50%),Thousand Oaks,Unknown,VNC,Ventura,2018-11-08,Fire Department,Single Family Residence Multi Story,Single Residence,Unknown,Tile,Enclosed,No Vents,Ignition Resistant,Multi Pane,Unknown,Unknown,No Patio Cover/Carport,No Fence,Unknown,Unknown,0.0,2000,34.1926572024425,-118.801462411101,Unknown,1,2018,11,November,Thursday,1,1
1749,No Damage,Unknown,Unknown,LAC,Los Angeles,2020-09-06,Unknown,Single Family Residence Single Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,1961,34.1900909872467,-118.017292742538,Unknown,0,2020,9,September,Sunday,0,0
28128,No Damage,Unknown,Unknown,ORC,Orange,2020-12-02,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,11-20,Unknown,447041.0,1961,33.7437822437243,-117.657038299096,Unknown,1,2020,12,December,Wednesday,1,0
110435,No Damage,Pasadena,91107,LAC,Los Angeles,2025-01-07,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,Unknown,Unknown,375855.0,1951,34.1677355,-118.0976625,911,1,2025,1,January,Tuesday,1,0
14914,No Damage,Jenner,95450,LNU,Sonoma,2020-08-16,Unknown,Infrastructure,Infrastructure,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,34319.0,1961,38.515090456734,-123.234106172618,954,0,2020,8,August,Sunday,1,0
