OBJECTID,Damage,Street_Number,Street_Name,Street_Type,City,Zip_Code,CAL_FIRE_Unit,County,Community,Incident_Start_Date,Structure_Defense_Actions_Taken,Structure_Type,Structure_Category,Number_of_Units,Roof_Construction,Eaves,Vent_Screen,Exterior_Siding,Window_Pane,DeckPorch_On_Grade,DeckPorch_Elevated,Patio_CoverCarport_Attached_to_Structure,Fence_Attached_to_Structure,Distance_Propane_Tank_to_Structure,Distance_Residence_to_UtilityMisc_Structure_gt_120_SQFT,Assessed_Improved_Value,Year_Built,Site_Address,Latitude,Longitude
117418,No Damage,358.0,Colman,Street,Altadena,91001,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,0.0,Tile,No Eaves,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,Unknown,Unknown,40026.0,1925.0,"458 COLMAN ST, ALTADENA, CA 91001",34.1853267,-118.1408143
9272,No Damage,6028.0,Junkins,Road,Unknown,Unknown,SHU,Shasta,Unknown,2020-09-27 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,41616.0,1979.0,6028 JUNKINS RD IGO CA 96047,40.4609021780249,-122.599859302668
111044,No Damage,2453.0,Olive,Avenue,Altadena,91001,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,53575.0,1925.0,"2453 OLIVE AVE, ALTADENA, CA 91001",34.1879801,-118.158204
45939,Destroyed (>50%),1480.0,Patrick,Drive,Paradise Northwest A,Unknown,BTU,Butte,Paradise,2018-11-08 00:00:00,Unknown,Mobile Home Double Wide,Single Residence,Unknown,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,Masonry/Concrete,Wood,Non Combustible,No Fence,Unknown,<30',2756731.0,1900.0,1400  KILCREASE CIR   PARADISE CA 95969,39.7836118255812,-121.593500214051
22852,No Damage,11521.0,Clear Creek ,Road,Unknown,Unknown,CZU,Santa Cruz,Boulder Creek ,2020-08-16 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,206550.0,1922.0,11521 CLEAR CREEK RD BROOKDALE CA 95007,37.105788811842,-122.110593209984
86802,No Damage,459990.0,Ponderosa ,Boulevard,Janesville,96114,LMU,Lassen,Janesville ,2021-07-13 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,Unknown,Unknown,190882.0,,459-990 PONDEROSA BLVD JANESVILLE CA 96114,40.2607539213761,-120.470686402119
56607,No Damage,Unknown,Unknown,Unknown,Unknown,Unknown,BTU,Butte,Unknown,2018-11-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46624.0,1961.0,546 DIGGER PINE LN PARADISE CA 95969,39.7293702620786,-121.634521815637
84552,No Damage,416.0,Williams,Avenue,Greenville,95947,LMU,Plumas,Unknown,2021-07-13 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,0.0,Metal,Unenclosed,No Vents,Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,9990.0,,416 WILLIAMS WAY GREENVILLE CA 95947,40.1434877414959,-120.959666322096
77927,Destroyed (>50%),2354.0,Baywood ,Way,Willits,95490,MEU,Mendocino,Unknown,2021-07-29 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unknown,Unknown,Metal,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,Unknown,>50',5742.0,,2354 BAYWOOD WAY WILLITS CA 95490,39.3296662406671,-123.339382486913
68630,Destroyed (>50%),8075.0,Foothill Ranch,Road,Unincorporated,00000,LNU,Sonoma,Riebli,2017-10-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Fire Resistant,Unknown,Screened,Combustible,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,228134.0,,8075 FOOTHILL RANCH RD SANTA ROSA CA 95404,38.5316763297343,-122.68094437174
60732,Destroyed (>50%),17265.0,Meadow View,Drive,Unincorporated,00000,LNU,Lake,Hidden Valley lake,2015-09-12 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Fire Resistant,Unknown,Unknown,Combustible,Multi Pane,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,52256.0,,17265 MEADOW VIEW DR HIDDEN VALLEY LAKE CA 95467,38.8102303473369,-122.555435885306
77042,No Damage,12300.0,Hwy 89,Unknown,Markleeville ,96120,AEU,Alpine,Unknown,2021-07-04 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Metal,Unenclosed,No Vents,Wood,Single Pane,Wood,No Deck/Porch,Combustible,No Fence,Unknown,Unknown,498025.0,,12300 &12 HWY 89 96120,38.6823718337662,-119.752806010908
122205,No Damage,1190.0,Bienveneda,Avenue,Pacific Palisades,90272,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,Composite,No Patio Cover/Carport,Combustible,Unknown,Unknown,97530.0,1972.0,"1190 BIENVENEDA AVE, PACIFIC PALISADES, CA 90272",34.0565766,-118.5406401
89936,No Damage,41991.0,Gibbel,Road,Hemet,92544,RRU,Riverside,Hemet,2022-09-05 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Tile,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,Unknown,Unknown,129518.0,1979.0,41991 GIBBEL RD HEMET 92544 CA,33.70007202,-116.94158134
56562,No Damage,Unknown,Unknown,Unknown,Unincorporated,Unknown,BTU,Butte,Unknown,2018-11-08 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,425386.0,1994.0,47 HORSE RUN LN CHICO CA 95928,39.7095271895321,-121.7692348519
71411,Destroyed (>50%),699.0,Edwards Ranch,Road,Unincorporated,00000,LNU,Sonoma,Fountaingrove,2017-10-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Fire Resistant,Unknown,Unknown,Combustible,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2673238.0,,4444 THOMAS LAKE HARRIS DR SANTA ROSA CA 95403,38.4901025842176,-122.72684082764
26607,No Damage,106.0,Soaring Eagle,Unknown,Unknown,Unknown,ORC,Orange,Unknown,2020-10-26 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Tile,No Eaves,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,,,108 SOARING EAGLE IRVINE CA 92618,33.7017855302723,-117.710026104357
64136,Destroyed (>50%),529.0,Jean Marie,Drive,Unincorporated,00000,LNU,Sonoma,Larkfield-Wikiup,2017-10-08 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Combustible,Unknown,Screened,Combustible,Multi Pane,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,191312.0,,529 JEAN MARIE DR SANTA ROSA CA 95403,38.4997705230045,-122.747820233702
86303,No Damage,4863.0,North Valley ,Road,Greenville,95947,LMU,Plumas,Greenville ,2021-07-13 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,281683.0,,4863 N VALLEY RD GREENVILLE CA 95947,40.1470756269111,-120.870592483999
37992,Destroyed (>50%),6228.0,Brevard,Circle,Magalia,Unknown,BTU,Butte,Magalia,2018-11-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Single Pane,Composite,Wood,Combustible,No Fence,11-20,Unknown,63526.0,1982.0,6228  BREVARD CIR   MAGALIA CA 95954,39.8161330189905,-121.608346436292
111649,No Damage,1335.0,Morada ,Place,Altadena,91001,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Multi Family Residence Single Story,Multiple Residence,2.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,Unknown,Unknown,292099.0,1939.0,"1335 MORADA PL, ALTADENA, CA 91001",34.1800343,-118.1230204
104394,No Damage,599.0,Camillo,Road,Sierra Madre,91024,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,172619.0,1972.0,"599 CAMILLO RD, SIERRA MADRE, CA 91024",34.1713858,-118.0397185
11724,Destroyed (>50%),580.0,Lommel,Road,Unknown,Unknown,LNU,Napa,Calistoga,2020-09-27 00:00:00,Unknown,Commercial Building Single Story,Nonresidential Commercial,Unknown,Metal,Unknown,"Mesh Screen > 1/8""""",Wood,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,Unknown,Unknown,54139901.0,1907.0,580 LOMMEL RD CALISTOGA CA 94515,38.5800348458953,-122.512171719564
97303,No Damage,833.0,East La Loma,Avenue,Somis,93066,VNC,Ventura,Unknown,2024-11-06 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,No Vents,Wood,No Windows,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,Unknown,<30',351135.0,1959.0,"833 E LA LOMA AVE, SOMIS, CA 93066",34.2919956,-119.0581689
27782,No Damage,25.0,Heliotrope ,Unknown,Unknown,Unknown,ORC,Orange,Unknown,2020-10-26 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Tile,No Eaves,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,Non Combustible,Non Combustible,Unknown,Unknown,622356.0,2018.0,25 HELIOTROPE LAKE FOREST CA 92630,33.6767436635995,-117.683956669622
62046,Destroyed (>50%),900.0,Scenic Way,Drive,Ventura,00000,VNC,Ventura,Unknown,2017-12-04 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Fire Resistant,Enclosed,Screened,Fire Resistant,Multi Pane,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,222140.0,1978.0,909 SCENIC WAY DR VENTURA CA 93003,34.2934398053961,-119.202116541678
9412,Destroyed (>50%),7510.0,Archer,Road,Unknown,Unknown,SHU,Shasta,Unknown,2020-09-27 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Wood,No Windows,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,21-30,Unknown,41181.0,1965.0,7510 ARCHER RD IGO CA 96047,40.5056442603443,-122.572657669078
32946,Destroyed (>50%),1825.0,Greenway,Lane,Paradise Southeast A,Unknown,BTU,Butte,Paradise,2018-11-08 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Asphalt,Unknown,Unknown,Ignition Resistant,Multi Pane,Masonry/Concrete,Wood,Combustible,Non Combustible,Unknown,Unknown,200000.0,1965.0,1825  GREENWAY LN   PARADISE CA 95969,39.7650358018938,-121.575808014007
86516,No Damage,910.0,N Arm,Road,Greenville,95947,LMU,Plumas,Unknown,2021-07-13 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Enclosed,No Vents,Wood,Multi Pane,Wood,No Deck/Porch,Combustible,No Fence,Unknown,Unknown,,,910 N ARM RD GREENVILLE CA 95947,40.0991461595073,-120.817538314797
56567,No Damage,Unknown,Unknown,Unknown,Unincorporated,Unknown,BTU,Butte,Unknown,2018-11-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,185035.0,1987.0,174 HONEY RUN RD CHICO CA 95928,39.708723600667,-121.769135226938
105277,No Damage,975.0,Concha,Street,Altadena,91001,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,Unknown,Unknown,249900.0,1948.0,"975 CONCHA ST, ALTADENA, CA 91001",34.1993028,-118.129341
40160,Destroyed (>50%),4026.0,Timtam,Lane,Concow/Yankee Hill,Unknown,BTU,Butte,Yankee Hill,2018-11-08 00:00:00,Unknown,Mobile Home Single Wide,Single Residence,Unknown,Metal,No Eaves,No Vents,Combustible,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,56218.0,1978.0,4026  TIMTAM LN   CONCOW CA 95965,39.7329719700735,-121.501366288295
43688,Destroyed (>50%),7075.0,Clark,Road,Paradise Northwest A,Unknown,BTU,Butte,Paradise ,2018-11-08 00:00:00,Unknown,Mobile Home Double Wide,Single Residence,1.0,Asphalt,No Eaves,Unknown,Combustible,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,Unknown,Unknown,1412010.0,1900.0,7075  CLARK RD   PARADISE CA 95969,39.7903580872343,-121.587166478647
27607,No Damage,153.0,Summerland ,Unknown,Unknown,Unknown,ORC,Orange,Irvine ,2020-10-26 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Tile,Enclosed,Unknown,Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,,,Unknown,33.7305866818713,-117.741297803277
30153,Destroyed (>50%),6277.0,Prentis,Court,Magalia,Unknown,BTU,Butte,Magalia ,2018-11-08 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Unknown,No Vents,Combustible,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,68666.0,1978.0,6277  PRENTIS CT   MAGALIA CA 95954,39.8172304562288,-121.603147165294
29625,Destroyed (>50%),6386.0,Lucky John,Lane,Paradise Northwest B,Unknown,BTU,Butte,Paradise ,2018-11-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,Unknown,>50',115000.0,1977.0,6386  LUCKY JOHN RD   PARADISE CA 95969,39.7746320290633,-121.616741480981
68078,Destroyed (>50%),6.0,Old Hill Ranch,Road,Unincorporated,00000,LNU,Sonoma,Unknown,2017-10-08 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,155465.0,1900.0,1 OLD HILL RANCH RD,38.3482746638858,-122.511591544435
34806,Destroyed (>50%),13744.0,West Park,Drive,Magalia,Unknown,BTU,Butte,Magalia,2018-11-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Masonry/Concrete,Wood,Combustible,Combustible,11-20,Unknown,180000.0,2002.0,13744 W PARK DR   MAGALIA CA 95954,39.8082669161729,-121.601298741459
94258,Destroyed (>50%),53675.0,Glendora ,Road,Aguanga,92536,RRU,Riverside,Unknown,2024-07-29 00:00:00,Unknown,Mobile Home Triple Wide,Single Residence,0.0,Asphalt,Unknown,Unscreened,Unknown,Single Pane,No Deck/Porch,Masonry/Concrete,Unknown,No Fence,Unknown,Unknown,242901.0,2004.0,"53675 GLENDORA RD, AGUANGA, CA 92536",33.4742254,-116.7277532
3816,Destroyed (>50%),300.0,Kanaka Ranch,Road,Unknown,00000,BTU,Butte,Unknown,2020-09-09 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Unknown,Unknown,Unknown,Wood,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,0.0,0.0,No Address Available,39.5771928343575,-121.321902198425
21705,Destroyed (>50%),161.0,Leafwood ,Drive,Unknown,Unknown,CZU,Santa Cruz,Unknown,2020-08-16 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unknown,"Mesh Screen > 1/8""""",Wood,Single Pane,Unknown,Unknown,Unknown,No Fence,0-10,Unknown,34542.0,1921.0,161 LEAFWOOD DR BOULDER CREEK CA 95006,37.1374985832067,-122.148982028236
26457,No Damage,71.0,Egret,Unknown,Unknown,Unknown,ORC,Orange,Altair,2020-10-26 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Tile,No Eaves,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,Non Combustible,Unknown,Unknown,,,Unknown,33.681446167002,-117.702032997367
99599,No Damage,3775.0,Puerco Canyon,Road,Malibu,90265,LAC,Los Angeles,Unknown,2024-12-09 00:00:00,Engine Company Actions,Single Family Residence Multi Story,Single Residence,0.0,Tile,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,Combustible,No Fence,Unknown,30-50',1564172.0,2002.0,"3775 PUERCO CANYON RD, MALIBU, CA 90265",34.0359237,-118.7227827
30275,Destroyed (>50%),1876.0,Norwood,Drive,Paradise Southeast A,Unknown,BTU,Butte,Paradise,2018-11-08 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Unknown,Unscreened,Combustible,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,75491.0,1963.0,1876  NORWOOD DR   PARADISE CA 95969,39.7632731718175,-121.570649909205
21863,Destroyed (>50%),2960.0,Smith Grade,Unknown,Unknown,Unknown,CZU,Santa Cruz,Unknown,2020-08-16 00:00:00,Other,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,Wood,Combustible,No Fence,0-10,Unknown,,,SANTA CRUZ CA 95060,37.0282831199584,-122.12411848565
113986,Destroyed (>50%),2494.0,Boulder,Road,Altadena,91001,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Tile,Unknown,Unknown,Stucco Brick Cement,Unknown,No Deck/Porch,Masonry/Concrete,No Patio Cover/Carport,Combustible,Unknown,Unknown,548083.0,1925.0,"2494 BOULDER RD, ALTADENA, CA 91001",34.1879158,-118.1208778
45790,Destroyed (>50%),1636.0,Franke,Drive,Paradise Northeast A,Unknown,BTU,Butte,Paradise,2018-11-08 00:00:00,Fire Department,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Multi Pane,Masonry/Concrete,Wood,Combustible,No Fence,Unknown,Unknown,264857.0,1983.0,1636  FRANKE LN   PARADISE CA 95969,39.7902058680112,-121.5843705927
46139,Destroyed (>50%),1003.0,Central Park ,Drive,Paradise Central Southwest B,Unknown,BTU,Butte,Paradise ,2018-11-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unknown,"Mesh Screen > 1/8""""",Combustible,Multi Pane,No Deck/Porch,Wood,Combustible,No Fence,Unknown,Unknown,63555.0,1969.0,1003  CENTRAL PARK DR   PARADISE CA 95969,39.7665845067131,-121.604528003446
112598,Destroyed (>50%),2454.0,Lincoln ,Avenue,Altadena,91001,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,42850.0,1947.0,"2452 LINCOLN AVE, ALTADENA, CA 91001",34.1877738,-118.1591706
28922,Destroyed (>50%),1083.0,Pearson,Road,Paradise Central Southeast B,Unknown,BTU,Butte,Paradise ,2018-11-08 00:00:00,Unknown,Mixed Commercial/Residential,Mixed Commercial/Residential,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,205000.0,1964.0,1083  PEARSON RD   PARADISE CA 95969,39.7493857368145,-121.593300932687
115141,Destroyed (>50%),285.0,E Las Flores ,Drive,Altadena,91001,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,176260.0,1912.0,"285 E LAS FLORES DR, ALTADENA, CA 91001",34.1979197,-118.1394156
101183,No Damage,25019.0,Pacific Coast Highway,Unknown,Malibu,90265,LAC,Los Angeles,Unknown,2024-12-09 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Enclosed,No Vents,Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,Unknown,Unknown,119719.0,1959.0,"25019 PACIFIC COAST HWY, MALIBU, CA 90265",34.0342401,-118.7206666
51440,Destroyed (>50%),11151.0,Baker,Road,Unincorporated,Unknown,SHU,Shasta,Redding ,2018-07-23 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,Unknown,Unknown,111283.0,1978.0,11151 BAKER RD REDDING CA 96003,40.611470369287,-122.427982482503
27166,No Damage,0.0,Portola ,Parkway,Unknown,Unknown,ORC,Orange,Irvine ,2020-10-26 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Metal,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,No Windows,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,Unknown,Unknown,,,Unknown,33.7080748541875,-117.730153437711
97719,No Damage,5455.0,Acorn,Drive,Wrightwood,92397,BDU,San Bernardino,Unknown,2024-09-08 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,Combustible,Unknown,Unknown,156026.0,1989.0,"5455 ACORN DR, WRIGHTWOOD, CA 92397",34.3497945,-117.645814
72038,Destroyed (>50%),2322.0,Atlas Peak,Road,Unincorporated,00000,LNU,Napa,Unknown,2017-10-08 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Fire Resistant,Unknown,Unknown,Fire Resistant,Multi Pane,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,99388.0,1957.0,2322 ATLAS PEAK RD,38.3672094452473,-122.262917327523
75491,No Damage,309.0,Hemlock,Drive,Healdsburg,Unknown,LNU,Sonoma,Healdsburg,2019-10-23 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,177459.0,1972.0,309 HEMLOCK DR HEALDSBURG CA 95448,38.6111044981259,-122.846063837065
5045,Destroyed (>50%),55125.0,Alder,Drive,Unknown,00000,TUU,Tulare,Sequoia Crest,2020-08-19 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Fence,Unknown,Unknown,152582.0,0.0,55125 ALDER DR SPRINGVILLE CA 93265,36.1881874611646,-118.632487824836
